sitename,aqi,aqi_2,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,co_8hr,pm2.5_avg,pm10_avg,Precipitation(mm),next_aqi,month,day
仁武,106.833,109.0,3.454,0.544,36.404,32.167,111.542,38.125,14.455,20.395,5.918,1.321,214.396,0.55,36.875,114.458,0.0,122.0,1,1
仁武,119.417,122.0,3.454,0.438,32.917,37.083,122.708,43.958,12.496,15.217,2.796,1.858,290.667,0.429,42.083,114.5,0.0,137.0,1,2
仁武,135.542,137.0,3.817,0.522,29.054,27.875,115.458,48.958,19.113,28.857,9.748,1.371,291.25,0.525,48.833,119.625,0.0,141.0,1,3
仁武,135.0,141.0,5.333,0.502,29.863,29.625,102.083,49.792,19.75,27.854,8.033,1.462,283.475,0.504,49.583,105.25,0.0,115.0,1,4
仁武,119.5,115.0,3.45,0.45,25.938,27.375,88.833,40.917,18.342,26.771,8.458,1.917,267.625,0.462,42.958,90.792,0.0,132.0,1,5
仁武,119.083,132.0,5.154,0.463,22.929,22.25,92.542,46.75,17.088,27.5,10.454,1.733,276.208,0.462,42.875,85.0,0.0,144.0,1,6
仁武,141.375,144.0,4.092,0.473,26.175,26.458,102.5,53.25,15.092,21.054,5.829,1.55,292.458,0.462,56.417,109.167,0.0,99.0,1,7
仁武,103.417,99.0,5.225,0.415,33.617,32.542,76.792,35.625,11.675,14.938,3.292,2.062,315.583,0.412,36.458,77.5,0.0,107.0,1,8
仁武,102.826,107.0,4.974,0.721,28.748,29.609,110.913,38.217,25.584,39.626,14.026,1.8,312.609,0.687,36.174,96.565,0.0,125.0,1,9
仁武,122.583,125.0,5.071,0.684,30.461,28.5,111.25,43.917,30.167,39.5,9.262,1.929,307.292,0.7,44.0,120.042,0.0,154.0,1,10
仁武,152.583,154.0,5.583,0.647,37.042,36.917,130.375,61.0,28.042,34.083,5.95,1.796,304.917,0.667,60.25,126.208,0.0,126.0,1,11
仁武,128.417,126.0,5.886,0.52,27.852,30.917,110.087,44.391,27.455,33.864,6.536,2.242,305.708,0.546,46.542,114.375,0.0,144.0,1,12
仁武,143.833,144.0,4.661,0.582,25.396,27.333,96.083,53.25,28.083,33.042,5.067,2.517,313.167,0.533,53.667,101.583,0.0,110.0,1,13
仁武,104.25,110.0,4.283,0.725,14.379,13.25,64.25,38.458,28.792,33.792,4.962,2.362,315.208,0.733,36.958,63.75,0.0,120.0,1,14
仁武,124.25,120.0,4.229,0.613,22.529,21.792,83.375,43.417,25.125,28.417,3.354,2.225,292.375,0.662,44.542,83.792,0.0,94.0,1,15
仁武,97.783,94.0,3.917,0.481,21.278,22.174,67.957,33.348,27.565,32.913,5.348,2.057,302.044,0.465,34.435,62.522,0.0,110.0,1,16
仁武,107.0,110.0,5.091,0.5,24.291,22.5,83.292,38.417,30.87,39.652,8.8,2.235,299.152,0.537,37.792,84.125,0.0,98.0,1,17
仁武,102.417,98.0,6.137,0.435,31.479,31.5,80.417,34.917,26.435,30.913,4.539,2.483,308.458,0.425,36.208,82.333,0.0,88.0,1,18
仁武,87.042,88.0,4.35,0.481,24.421,24.958,78.292,29.958,27.609,35.565,7.961,2.096,301.958,0.471,30.292,78.083,0.0,106.0,1,19
仁武,101.542,106.0,3.008,0.567,21.4,22.0,106.75,37.208,26.667,29.917,3.233,3.092,315.625,0.537,35.625,99.125,0.0,125.0,1,20
仁武,124.5,125.0,3.779,0.57,25.0,24.125,102.0,45.833,26.792,29.833,3.079,2.475,317.25,0.6,44.625,103.917,0.0,113.0,1,21
仁武,111.375,113.0,3.067,0.517,29.233,27.292,95.875,39.545,22.9,24.3,1.325,2.067,308.833,0.521,39.625,89.542,0.0,117.0,1,22
仁武,118.348,117.0,4.413,0.591,31.15,33.13,118.304,41.783,35.667,42.867,7.327,1.809,307.478,0.6,42.217,122.739,0.0,132.0,1,23
仁武,131.292,132.0,5.083,0.628,18.309,20.208,123.696,47.739,35.318,44.773,9.486,2.092,315.917,0.642,48.375,124.583,0.0,103.0,1,24
仁武,107.583,103.0,4.792,0.478,20.692,20.208,89.083,36.667,29.875,38.667,8.646,2.688,305.375,0.492,38.167,91.708,0.0,98.0,1,25
仁武,94.833,98.0,3.088,0.454,34.275,32.208,75.375,34.0,21.333,25.292,3.996,2.604,310.833,0.446,33.083,75.0,0.0,97.0,1,26
仁武,102.042,97.0,4.521,0.445,32.15,32.583,78.0,34.348,19.137,22.042,2.879,2.321,304.917,0.467,35.917,81.625,0.0,87.0,1,27
仁武,82.917,87.0,3.896,0.462,35.362,35.625,61.417,26.458,19.604,21.033,1.492,1.821,306.625,0.45,27.833,65.958,0.0,90.0,1,28
仁武,79.0,90.0,3.629,0.468,35.242,34.417,61.375,30.333,20.479,22.558,2.058,1.367,280.417,0.479,26.583,59.167,0.0,122.0,1,29
仁武,125.565,122.0,4.387,0.495,34.314,36.609,100.217,43.87,17.817,20.522,2.696,1.9,265.391,0.483,45.13,90.174,0.0,78.0,1,30
仁武,79.333,78.0,2.821,0.478,26.167,26.083,62.667,26.696,17.208,19.167,2.121,1.987,309.333,0.487,27.042,70.042,0.0,75.0,1,31
仁武,81.417,75.0,4.2,0.427,24.35,24.542,70.5,25.792,19.417,22.083,2.717,2.221,311.042,0.438,27.958,70.042,0.0,84.0,2,1
仁武,73.75,84.0,2.796,0.469,29.333,28.458,74.5,27.375,19.542,22.125,2.617,2.242,304.375,0.442,24.208,70.417,0.0,115.0,2,2
仁武,124.542,115.0,3.375,0.571,27.529,27.625,98.125,42.083,26.458,31.667,5.346,2.017,312.292,0.617,44.583,101.792,0.0,133.0,2,3
仁武,119.042,133.0,3.108,0.471,18.908,20.375,97.542,46.333,22.917,27.375,4.454,1.788,269.35,0.458,42.833,95.0,0.0,130.0,2,4
仁武,131.25,130.0,3.846,0.539,17.433,17.208,90.667,47.208,23.125,27.875,4.767,2.075,322.542,0.558,48.5,93.417,0.0,153.0,2,5
仁武,142.292,153.0,3.787,0.693,28.338,25.667,115.083,57.708,25.375,33.5,8.121,1.908,308.458,0.675,55.5,105.833,0.0,153.0,2,6
仁武,151.458,153.0,4.062,0.596,32.075,32.208,125.042,59.458,26.125,34.708,8.442,1.85,294.0,0.617,61.875,129.583,0.0,95.0,2,7
仁武,100.125,95.0,4.871,0.444,30.342,31.042,91.958,33.5,24.583,29.75,5.038,2.771,315.458,0.467,35.375,97.5,0.0,66.0,2,8
仁武,73.875,66.0,2.917,0.384,25.227,26.083,78.391,40.0,18.478,21.174,2.7,4.629,308.833,0.375,21.417,76.375,0.0,144.0,2,9
仁武,123.458,144.0,4.667,0.654,27.917,28.375,92.167,50.542,27.542,30.458,2.767,2.212,300.833,0.612,44.917,88.292,0.0,161.0,2,10
仁武,160.542,161.0,4.196,0.688,11.212,13.5,102.875,74.667,30.5,36.5,6.013,2.25,307.05,0.675,73.292,106.292,0.0,138.0,2,11
仁武,143.917,138.0,4.408,0.575,27.533,23.417,84.375,51.25,23.042,28.333,5.367,1.779,284.292,0.629,56.5,87.375,0.0,111.0,2,12
仁武,111.304,111.0,4.591,0.551,29.139,30.13,88.0,40.174,28.174,35.652,7.509,1.917,311.391,0.53,39.522,84.043,0.0,113.0,2,13
仁武,115.958,113.0,4.625,0.549,31.604,30.042,100.667,40.25,31.042,39.917,8.812,1.792,292.375,0.567,41.292,98.125,0.0,121.0,2,14
仁武,118.042,121.0,5.362,0.522,34.238,34.333,95.75,42.375,29.208,35.958,6.696,1.8,293.417,0.508,42.167,100.458,0.0,127.0,2,15
仁武,125.125,127.0,5.839,0.537,33.425,33.625,80.913,46.045,30.708,38.667,7.838,1.533,257.417,0.542,45.0,86.375,0.0,77.0,2,16
仁武,80.125,77.0,5.021,0.481,30.95,32.958,67.875,26.083,28.792,33.5,4.842,1.662,244.417,0.488,27.417,66.25,0.0,154.0,2,17
仁武,129.917,154.0,4.283,0.506,35.833,33.792,120.042,58.625,25.333,28.875,3.579,2.333,308.208,0.488,53.0,102.458,0.0,152.0,2,18
仁武,151.125,152.0,4.5,0.536,40.875,38.875,111.375,57.875,20.067,22.417,2.317,1.983,295.208,0.542,60.75,124.75,0.0,99.0,2,19
仁武,111.435,99.0,4.826,0.461,25.759,29.913,85.478,34.696,21.905,26.0,4.114,1.77,184.317,0.47,39.783,92.522,0.0,152.0,2,20
仁武,137.875,152.0,4.108,0.556,34.067,31.583,122.792,56.5,24.833,28.583,3.696,1.958,284.583,0.542,52.542,111.333,0.0,90.0,2,21
仁武,103.625,90.0,4.461,0.417,19.209,21.696,91.591,42.0,20.295,25.8,5.541,2.317,229.667,0.454,35.917,102.458,0.0,71.0,2,22
仁武,68.5,71.0,2.567,0.465,25.088,25.417,73.667,0.0,21.208,24.542,3.229,2.15,240.375,0.417,19.5,67.792,0.0,113.0,2,23
仁武,109.167,113.0,4.342,0.691,13.837,14.75,75.125,39.875,30.542,40.5,9.771,2.408,309.292,0.704,38.75,78.042,0.0,106.0,2,24
仁武,106.042,106.0,3.579,0.51,24.792,23.208,62.667,37.458,25.375,31.125,5.879,2.354,304.458,0.529,37.5,62.208,0.0,87.0,2,25
仁武,90.333,87.0,2.075,0.376,29.0,26.083,68.75,30.0,15.788,17.004,1.271,3.575,289.625,0.396,31.167,67.958,0.0,128.0,2,26
仁武,115.708,128.0,3.037,0.485,33.957,35.208,77.458,44.958,18.013,19.522,1.37,1.946,270.5,0.454,41.208,72.458,0.0,145.0,2,27
仁武,145.0,145.0,4.133,0.515,39.154,37.708,95.0,53.083,22.017,24.0,1.963,2.196,285.792,0.542,56.042,100.25,0.0,111.0,2,28
仁武,116.292,111.0,3.842,0.452,32.217,33.667,80.0,40.042,22.667,25.875,3.204,2.913,313.292,0.446,41.458,80.5,0.0,142.0,3,1
仁武,128.75,142.0,5.575,0.508,41.271,40.292,122.0,50.333,26.833,28.792,1.846,2.854,308.833,0.492,46.25,104.708,0.0,146.0,3,2
仁武,145.167,146.0,4.9,0.591,34.9,35.25,131.5,53.458,32.818,39.591,6.736,1.763,312.958,0.583,54.417,141.542,0.0,166.0,3,3
仁武,150.167,166.0,6.125,0.599,50.825,49.208,112.208,58.208,25.25,27.375,2.054,1.488,222.333,0.6,59.333,116.292,0.0,90.0,3,4
仁武,104.208,90.0,4.225,0.463,40.833,44.375,76.042,32.625,15.988,16.292,0.4,1.904,145.458,0.479,36.75,81.625,0.0,65.0,3,5
仁武,59.875,65.0,3.658,0.435,30.092,30.0,67.083,20.042,20.925,25.075,4.075,2.65,252.292,0.429,17.417,62.917,0.0,161.0,3,6
仁武,151.042,161.0,5.142,0.65,13.413,16.125,118.25,73.125,37.875,44.25,6.375,1.892,292.542,0.638,68.417,113.375,0.0,118.0,3,7
仁武,129.583,118.0,4.317,0.683,7.657,8.042,66.909,41.955,33.182,45.682,12.545,2.008,296.292,0.683,47.583,76.0,0.0,130.0,3,8
仁武,121.792,130.0,4.233,0.678,33.367,29.375,71.167,45.333,26.042,33.208,7.242,1.638,216.35,0.692,43.542,68.25,0.0,151.0,3,9
仁武,133.417,151.0,4.471,0.58,30.625,31.208,93.375,55.375,23.579,26.392,2.725,2.129,172.5,0.604,55.958,94.0,0.5,130.0,3,10
仁武,131.125,130.0,2.558,0.477,42.087,39.583,82.958,47.917,17.708,20.542,2.825,2.421,308.958,0.483,49.042,83.667,0.0,117.0,3,11
仁武,110.833,117.0,3.729,0.498,43.604,42.917,79.875,40.667,16.458,17.908,1.5,1.738,239.75,0.504,39.458,79.042,0.0,81.0,3,12
仁武,88.458,81.0,3.55,0.395,43.667,44.917,66.958,28.167,16.85,19.942,3.112,2.267,270.896,0.396,30.667,69.5,0.0,100.0,3,13
仁武,95.292,100.0,3.505,0.447,31.125,32.792,68.833,35.083,21.636,25.364,3.714,2.709,294.826,0.457,33.375,66.542,0.0,116.0,3,14
仁武,121.833,116.0,4.545,0.479,28.605,25.87,82.182,42.182,25.091,27.727,2.486,1.696,256.375,0.504,43.542,83.5,0.5,110.0,3,15
仁武,102.167,110.0,4.987,0.478,33.85,38.25,76.625,37.875,22.5,25.625,2.988,2.158,250.375,0.471,35.917,76.792,2.5,120.0,3,16
仁武,123.167,120.0,5.162,0.464,34.158,31.917,71.75,42.958,23.625,31.375,7.708,2.279,293.167,0.479,44.625,72.0,0.0,128.0,3,17
仁武,121.792,128.0,4.696,0.447,35.358,36.0,85.792,45.458,22.542,26.042,3.558,1.446,258.083,0.438,43.833,86.5,0.0,152.0,3,18
仁武,141.75,152.0,5.433,0.495,30.604,30.958,87.125,57.208,15.746,18.108,2.388,2.108,270.0,0.492,58.125,86.083,0.0,91.0,3,19
仁武,101.043,91.0,3.73,0.44,29.3,29.174,76.957,32.087,14.765,17.887,3.052,1.865,247.522,0.461,35.391,78.913,0.0,82.0,3,20
仁武,77.042,82.0,4.191,0.491,34.504,32.792,83.261,27.609,17.687,21.191,3.465,1.892,273.333,0.45,25.458,76.75,0.0,97.0,3,21
仁武,98.375,97.0,4.371,0.565,41.567,40.875,76.542,32.625,17.75,20.5,2.583,2.596,282.875,0.6,33.333,81.375,0.0,97.0,3,22
仁武,103.792,97.0,4.475,0.428,40.417,41.667,80.167,34.542,16.596,19.042,2.429,2.812,310.833,0.412,35.917,78.125,0.0,126.0,3,23
仁武,116.5,126.0,5.105,0.52,44.429,45.583,85.435,40.652,18.486,22.318,3.859,2.133,284.417,0.529,40.0,88.667,0.0,90.0,3,24
仁武,83.958,90.0,4.108,0.437,44.0,45.875,67.917,25.875,16.679,18.542,1.821,2.738,292.625,0.458,27.375,68.083,0.0,61.0,3,25
仁武,51.167,61.0,3.333,0.546,20.808,25.708,42.958,18.292,19.117,22.042,2.958,2.317,308.083,0.529,16.208,42.375,0.0,115.0,3,26
仁武,99.609,115.0,3.978,0.526,46.664,38.261,69.478,32.13,16.955,19.727,2.8,1.909,213.522,0.574,32.826,67.261,0.0,150.0,3,27
仁武,111.542,150.0,5.904,0.469,59.0,59.708,97.125,38.0,19.25,20.542,1.367,1.662,208.458,0.458,36.667,94.458,0.0,140.0,3,28
仁武,123.042,140.0,4.638,0.488,52.208,53.458,89.0,42.583,21.375,23.542,2.121,1.475,213.317,0.471,42.25,90.042,0.0,129.0,3,29
仁武,126.583,129.0,5.771,0.594,45.25,45.083,100.875,46.5,24.417,27.125,2.712,1.667,250.0,0.612,45.417,101.0,0.0,90.0,3,30
仁武,103.875,90.0,5.609,0.396,27.75,32.083,70.826,33.217,16.392,19.125,2.729,2.467,224.375,0.408,36.667,74.333,0.0,67.0,3,31
仁武,58.333,67.0,3.757,0.367,50.429,44.714,57.762,13.0,14.552,16.119,1.629,3.357,263.0,0.333,14.667,52.857,4.5,129.0,4,1
仁武,129.667,129.0,4.871,0.406,60.304,58.375,67.208,39.292,16.108,17.875,1.729,2.512,270.25,0.429,42.125,70.458,0.0,143.0,4,2
仁武,102.5,143.0,2.708,0.352,67.304,66.5,57.792,29.182,11.633,12.942,1.329,2.012,208.458,0.371,29.458,58.292,0.0,150.0,4,3
仁武,103.458,150.0,3.792,0.326,66.958,68.25,57.375,52.0,12.012,13.142,1.054,1.771,211.167,0.3,39.167,54.542,0.0,140.0,4,4
仁武,132.125,140.0,9.2,0.401,56.125,57.75,75.696,44.444,20.042,22.208,2.175,1.737,222.625,0.388,47.579,75.958,0.0,66.0,4,5
仁武,77.208,66.0,5.921,0.475,36.5,41.292,78.25,20.0,20.029,22.125,2.067,1.971,161.483,0.446,23.125,77.667,0.0,56.0,4,6
仁武,56.333,56.0,4.891,0.355,23.464,24.208,61.955,16.0,18.9,21.243,2.37,2.033,179.083,0.383,12.375,62.292,0.0,47.0,4,7
仁武,52.667,47.0,5.375,0.418,22.533,23.292,51.083,19.0,18.333,23.708,5.292,1.775,178.5,0.421,14.292,53.333,0.0,50.0,4,8
仁武,53.25,50.0,3.646,0.29,19.433,17.833,53.667,13.542,9.675,12.029,2.346,1.983,191.958,0.312,12.833,55.375,0.0,52.0,4,9
仁武,53.217,52.0,2.3,0.286,14.326,15.13,45.261,16.348,11.526,17.091,5.691,1.67,214.065,0.283,16.478,46.0,0.0,36.0,4,10
仁武,39.458,36.0,3.754,0.242,11.95,12.5,35.958,12.0,11.738,17.562,5.829,2.038,208.917,0.238,11.708,37.583,0.0,76.0,4,11
仁武,61.583,76.0,4.138,0.616,7.2,8.042,56.625,24.522,23.954,37.35,13.433,1.637,229.792,0.546,20.333,49.583,52.0,109.0,4,12
仁武,105.542,109.0,4.25,0.66,26.438,24.083,75.458,38.708,27.292,32.417,5.029,1.692,267.542,0.675,37.25,74.0,11.5,103.0,4,13
仁武,113.458,103.0,4.05,0.628,34.695,32.292,71.542,36.083,19.275,24.333,5.083,1.483,221.896,0.671,39.583,75.167,0.0,96.0,4,14
仁武,94.208,96.0,4.721,0.475,40.917,42.875,65.167,33.739,14.275,16.033,1.779,1.625,184.792,0.512,32.875,68.458,0.0,58.0,4,15
仁武,64.292,58.0,4.196,0.276,29.571,30.833,42.458,18.875,9.746,11.75,1.988,1.754,230.208,0.275,21.167,43.333,0.0,63.0,4,16
仁武,61.348,63.0,3.865,0.301,17.139,18.826,43.783,19.913,11.957,15.939,4.004,1.926,190.739,0.3,20.174,44.478,0.0,46.0,4,17
仁武,36.292,46.0,1.962,0.201,30.333,24.208,39.375,9.0,8.0,9.833,1.821,2.004,292.083,0.196,8.917,36.875,0.0,92.0,4,18
仁武,93.125,92.0,5.725,0.41,39.792,44.208,72.208,32.833,15.037,17.304,2.217,2.229,149.542,0.412,32.375,71.875,7.5,48.0,4,19
仁武,51.458,48.0,4.15,0.27,21.242,22.083,36.417,8.0,10.662,14.321,3.708,1.892,217.792,0.283,16.083,40.125,0.0,31.0,4,20
仁武,32.625,31.0,2.681,0.19,16.563,16.0,33.826,6.0,9.195,12.291,3.082,1.979,270.054,0.2,7.0,33.125,0.0,57.0,4,21
仁武,48.042,57.0,2.617,0.35,24.354,23.167,42.958,5.0,17.204,19.762,2.454,1.988,250.583,0.317,15.167,40.625,35.5,65.0,4,22
仁武,67.25,65.0,3.346,0.508,29.279,28.0,48.208,21.333,19.292,21.042,1.829,1.254,201.0,0.492,22.208,47.417,2.5,118.0,4,23
仁武,65.875,118.0,3.967,0.505,45.545,43.25,60.042,21.708,19.554,21.283,1.833,1.6,216.208,0.496,19.0,53.625,0.0,177.0,4,24
仁武,132.375,177.0,4.279,0.566,60.167,58.917,104.083,44.542,20.0,21.792,1.783,1.342,254.333,0.596,45.958,108.917,0.0,90.0,4,25
仁武,95.292,90.0,4.142,0.484,41.75,45.125,68.25,31.708,14.992,17.208,2.075,1.967,235.958,0.496,33.375,71.458,0.0,78.0,4,26
仁武,77.083,78.0,4.129,0.415,28.792,29.625,65.125,26.208,18.317,21.262,2.962,2.417,279.333,0.421,26.042,63.75,0.0,93.0,4,27
仁武,64.292,93.0,3.663,0.375,45.091,41.625,43.261,18.217,16.938,19.167,2.283,2.575,278.417,0.363,18.042,41.833,0.0,174.0,4,28
仁武,107.5,174.0,6.171,0.421,62.435,60.917,66.75,34.0,18.0,18.667,0.833,1.708,210.667,0.442,21.292,68.5,0.0,101.0,4,29
仁武,83.125,101.0,3.846,0.347,61.0,61.958,51.292,22.458,13.417,14.088,0.696,1.671,217.821,0.363,21.625,52.375,0.0,172.0,4,30
仁武,101.522,172.0,5.752,0.423,62.13,65.435,57.217,25.348,16.057,17.17,1.104,1.561,220.13,0.396,25.348,55.043,0.0,77.0,5,1
仁武,74.75,77.0,4.635,0.387,48.783,45.917,59.696,26.043,15.039,16.957,1.896,1.579,203.0,0.4,25.208,58.375,0.0,93.0,5,2
仁武,97.458,93.0,5.304,0.386,37.667,43.208,70.125,33.542,15.204,17.125,2.025,1.738,206.792,0.383,34.208,72.958,0.0,84.0,5,3
仁武,81.042,84.0,4.879,0.379,33.933,33.042,61.792,28.417,14.504,16.2,1.8,1.846,200.5,0.367,27.75,59.792,0.0,114.0,5,4
仁武,113.625,114.0,5.97,0.396,38.878,39.292,73.05,41.043,15.539,17.435,2.096,1.625,221.708,0.412,40.333,72.143,0.0,95.0,5,5
仁武,100.333,95.0,5.558,0.336,34.5,34.25,61.042,34.043,13.362,14.775,1.425,1.938,225.083,0.317,35.292,61.792,0.0,104.0,5,6
仁武,94.958,104.0,5.242,0.439,43.888,42.042,75.5,29.958,12.758,14.963,2.162,1.879,275.129,0.458,31.917,76.917,0.0,68.0,5,7
仁武,71.783,68.0,6.717,0.339,27.435,33.13,57.696,17.0,14.809,17.987,3.083,2.304,216.13,0.348,23.783,59.826,0.0,43.0,5,8
仁武,44.0,43.0,3.142,0.205,15.207,17.4,36.85,13.25,9.411,11.811,2.368,2.447,252.105,0.219,13.368,36.842,0.0,62.0,5,9
仁武,58.583,62.0,4.171,0.337,34.358,30.417,51.583,19.333,14.4,16.846,2.471,1.696,231.796,0.333,18.042,50.667,0.0,87.0,5,10
仁武,91.083,87.0,4.4,0.327,45.167,45.083,60.083,30.042,13.15,14.888,1.654,1.737,226.208,0.346,30.958,61.208,0.0,51.0,5,11
仁武,59.875,51.0,4.633,0.276,22.748,26.042,52.292,24.0,10.183,12.621,2.496,2.746,136.75,0.275,18.167,52.542,0.0,45.0,5,12
仁武,44.875,45.0,3.158,0.217,26.267,23.75,41.875,5.0,9.025,10.783,1.696,2.067,241.25,0.204,12.125,41.417,0.0,58.0,5,13
仁武,57.667,58.0,4.629,0.253,38.167,37.792,39.875,17.667,11.267,12.883,1.6,1.95,251.679,0.279,18.0,41.583,0.0,104.0,5,14
仁武,60.208,104.0,5.679,0.297,51.333,50.208,43.542,2.0,12.783,13.942,1.183,1.838,215.458,0.283,16.083,40.708,3.5,49.0,5,15
仁武,55.125,49.0,3.117,0.312,19.254,22.792,50.083,15.208,14.525,17.896,3.296,1.721,119.875,0.304,16.75,52.833,12.5,115.0,5,16
仁武,68.333,115.0,4.479,0.405,48.375,42.417,43.708,16.958,18.167,20.375,2.146,1.8,252.917,0.4,16.833,42.417,0.0,159.0,5,17
仁武,85.083,159.0,5.232,0.462,55.409,57.875,72.273,24.826,19.187,20.522,1.413,1.246,185.292,0.421,21.333,66.083,0.0,98.0,5,18
仁武,108.083,98.0,5.104,0.442,45.167,47.833,78.583,36.0,18.625,20.25,1.667,1.5,207.833,0.487,38.292,81.208,2.5,66.0,5,19
仁武,71.583,66.0,4.179,0.363,31.0,31.208,57.208,21.625,15.767,18.333,2.533,1.933,260.75,0.363,23.458,59.083,0.5,100.0,5,20
仁武,71.792,100.0,3.238,0.348,43.163,41.417,52.5,18.625,11.833,13.121,1.292,1.812,305.792,0.358,18.875,54.292,0.0,47.0,5,21
仁武,48.783,47.0,3.574,0.206,41.174,42.13,48.609,6.0,7.978,9.491,1.509,1.861,252.348,0.209,13.348,47.957,0.0,45.0,5,22
仁武,51.125,45.0,3.596,0.21,32.958,34.25,48.583,25.0,10.496,11.521,1.025,1.825,248.25,0.204,15.167,48.958,0.0,26.0,5,23
仁武,28.958,26.0,2.654,0.225,21.412,23.417,28.583,15.0,9.2,11.671,2.433,1.95,225.417,0.208,7.375,29.542,20.5,27.0,5,24
仁武,32.625,27.0,3.379,0.327,18.804,17.625,40.75,13.0,14.504,18.046,3.596,1.912,176.75,0.317,8.333,40.214,73.5,90.0,5,25
仁武,58.583,90.0,3.633,0.418,42.65,38.292,44.917,16.87,16.146,18.033,1.871,1.538,267.208,0.412,15.917,44.143,0.0,74.0,5,26
仁武,63.25,74.0,3.933,0.36,50.042,50.25,56.25,17.833,13.925,14.738,0.783,1.404,264.083,0.375,17.25,54.5,0.0,136.0,5,27
仁武,110.0,136.0,4.704,0.443,58.0,55.833,74.417,33.75,11.888,12.762,0.888,1.558,265.167,0.446,34.292,74.125,0.0,150.0,5,28
仁武,95.652,150.0,6.013,0.379,63.391,62.957,75.739,25.391,9.704,10.37,0.643,1.657,223.609,0.378,24.87,74.565,0.0,52.0,5,29
仁武,60.583,52.0,4.121,0.308,34.5,40.583,41.167,24.0,8.029,9.129,1.162,1.679,125.417,0.3,19.375,46.292,7.5,35.0,5,30
仁武,30.667,35.0,3.25,0.235,25.75,25.333,31.25,3.0,8.558,9.888,1.35,1.921,236.208,0.233,6.208,30.375,8.5,31.0,5,31
仁武,29.458,31.0,2.759,0.196,19.957,19.917,32.783,0.0,7.639,9.922,2.361,2.554,216.0,0.242,5.542,31.625,20.0,44.0,6,1
仁武,44.208,44.0,1.975,0.128,19.667,19.417,48.417,2.0,5.0,7.279,2.317,3.958,241.417,0.117,5.875,48.208,0.5,44.0,6,2
仁武,42.208,44.0,2.529,0.144,22.833,22.333,46.417,0.0,5.325,7.208,1.896,4.083,233.167,0.15,4.583,45.667,3.5,31.0,6,3
仁武,34.542,31.0,3.383,0.287,22.346,24.167,34.792,13.0,10.4,12.646,2.342,1.846,131.979,0.213,3.542,37.458,77.0,43.0,6,4
仁武,39.087,43.0,2.752,0.294,19.957,19.696,44.217,0.0,10.126,13.361,3.213,1.648,191.217,0.309,6.696,42.174,0.0,42.0,6,5
仁武,44.5,42.0,4.475,0.267,22.042,20.542,46.333,8.0,9.679,12.467,2.871,1.896,184.083,0.312,9.0,48.292,0.0,38.0,6,6
仁武,38.208,38.0,3.962,0.247,21.975,21.917,39.875,9.25,9.583,12.396,2.767,1.883,204.542,0.233,9.542,40.0,0.0,39.0,6,7
仁武,42.667,39.0,4.471,0.243,20.929,20.458,43.083,18.0,10.804,14.496,3.625,1.887,182.167,0.229,10.667,43.167,0.5,46.0,6,8
仁武,48.167,46.0,5.075,0.283,25.804,27.125,49.739,5.0,11.667,14.742,3.038,1.679,145.5,0.275,12.875,48.25,0.0,41.0,6,9
仁武,42.583,41.0,3.808,0.272,14.446,15.5,43.458,10.333,8.896,11.95,3.0,2.562,143.696,0.292,10.792,44.542,0.0,41.0,6,10
仁武,40.625,41.0,3.167,0.2,17.225,15.625,44.5,16.0,5.962,8.058,2.104,2.917,150.125,0.221,7.167,43.792,0.0,36.0,6,11
仁武,38.217,36.0,4.261,0.202,23.087,22.783,40.478,13.0,7.27,9.509,2.257,2.939,156.13,0.2,5.696,41.087,2.5,32.0,6,12
仁武,32.217,32.0,3.383,0.175,17.261,18.261,33.217,5.0,5.796,7.9,2.109,2.665,157.174,0.178,3.261,34.826,3.5,40.0,6,13
仁武,39.875,40.0,2.379,0.183,13.004,12.917,43.0,9.0,7.267,10.738,3.4,2.075,182.542,0.192,4.917,43.0,11.5,24.0,6,14
仁武,25.458,24.0,2.5,0.287,11.724,12.217,25.792,14.0,11.864,15.973,4.055,1.33,127.87,0.258,3.125,27.667,44.0,31.0,6,15
仁武,33.458,31.0,2.818,0.228,13.77,13.714,34.591,0.0,9.0,12.25,3.209,1.717,158.458,0.25,7.208,32.542,5.5,28.0,6,16
仁武,26.958,28.0,3.133,0.213,17.988,18.25,29.792,0.0,9.075,11.242,2.179,1.95,171.542,0.2,5.375,29.125,16.5,26.0,6,17
仁武,25.833,26.0,2.233,0.206,15.913,16.25,26.958,0.0,6.812,9.254,2.442,2.1,152.912,0.217,4.458,27.875,7.0,26.0,6,18
仁武,28.13,26.0,3.113,0.229,15.826,14.826,28.957,12.0,8.209,11.657,3.391,1.791,188.304,0.248,6.652,29.739,0.0,26.0,6,19
仁武,26.958,26.0,2.85,0.216,15.029,15.417,28.292,0.0,8.054,11.408,3.321,1.671,191.875,0.2,4.083,29.125,0.0,25.0,6,20
仁武,25.625,25.0,3.342,0.258,15.154,15.375,26.958,6.958,9.5,13.558,4.092,2.133,161.917,0.263,6.667,27.125,0.0,26.0,6,21
仁武,26.375,26.0,3.354,0.223,18.708,17.375,26.542,8.0,8.329,11.754,3.337,2.008,207.708,0.229,7.083,26.542,0.0,32.0,6,22
