sitename,aqi,aqi_2,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,co_8hr,pm2.5_avg,pm10_avg,Precipitation(mm),next_aqi,month,day
前金,30.417,33.0,1.842,0.166,25.092,24.0,18.375,10.042,6.992,8.292,1.25,2.583,252.458,0.1,9.375,18.333,0.0,32.0,4,27
前金,37.083,32.0,2.233,0.164,13.583,14.625,23.042,10.5,7.358,10.383,2.967,2.95,214.583,0.117,11.5,22.5,0.0,26.0,4,28
前金,20.833,26.0,1.795,0.154,15.521,12.722,19.652,6.826,8.867,12.3,3.389,2.755,228.909,0.1,5.958,18.292,0.0,64.0,4,29
前金,57.792,64.0,2.363,0.3,36.488,32.958,47.958,20.125,9.433,11.038,1.55,2.996,304.542,0.229,18.625,43.208,0.0,74.0,4,30
前金,76.125,74.0,2.683,0.417,40.117,40.167,48.125,25.417,12.796,13.829,1.008,3.258,288.542,0.346,25.708,49.917,0.0,37.0,5,1
前金,39.75,37.0,1.146,0.339,25.6,28.0,15.042,11.542,14.163,15.758,1.55,2.758,238.042,0.275,11.958,17.208,22.0,54.0,5,2
前金,49.875,54.0,1.154,0.396,29.492,27.333,27.0,16.609,15.055,16.636,1.532,1.887,304.087,0.333,15.375,23.667,9.0,108.0,5,3
前金,75.375,108.0,1.05,0.373,43.138,40.083,39.5,19.083,11.179,12.65,1.429,2.383,300.833,0.342,20.292,38.417,0.0,101.0,5,4
前金,77.667,101.0,1.004,0.345,47.346,47.708,57.167,24.625,10.7,11.713,0.975,2.621,328.667,0.292,24.208,55.792,0.0,87.0,5,5
前金,78.0,87.0,1.571,0.35,46.417,43.042,47.208,23.583,9.425,10.675,1.225,1.742,283.167,0.304,23.833,49.583,0.0,115.0,5,6
前金,77.625,115.0,2.038,0.334,50.25,52.458,53.333,22.625,10.625,11.787,1.121,2.204,311.5,0.283,21.875,48.333,0.0,67.0,5,7
前金,59.875,67.0,1.792,0.302,39.062,39.542,48.708,19.417,9.683,10.812,1.092,2.183,318.0,0.246,18.917,49.167,0.0,69.0,5,8
前金,72.333,69.0,1.93,0.386,29.055,28.895,50.304,23.696,12.435,13.922,1.435,2.183,339.875,0.333,24.083,51.875,0.0,84.0,5,9
前金,64.875,84.0,2.525,0.351,38.542,37.167,34.609,18.958,11.088,12.979,1.854,1.846,257.667,0.312,19.667,36.625,0.0,37.0,5,10
前金,29.708,37.0,1.588,0.308,17.996,19.458,21.25,9.375,13.521,15.583,2.021,1.346,171.042,0.229,9.083,19.167,30.0,42.0,5,11
前金,42.667,42.0,1.775,0.327,11.317,12.458,27.708,11.958,16.742,21.671,4.892,1.454,161.0,0.288,12.833,29.25,0.0,37.0,5,12
前金,25.417,37.0,1.054,0.285,14.304,13.167,18.083,7.208,10.279,13.321,3.012,1.271,214.25,0.254,7.292,18.458,0.0,38.0,5,13
前金,28.458,38.0,1.592,0.297,13.229,12.167,16.0,8.042,13.996,16.767,2.733,1.558,199.458,0.229,8.083,15.792,38.0,53.0,5,14
前金,31.958,53.0,1.835,0.272,19.117,18.208,14.417,10.542,13.292,16.412,3.079,1.271,197.917,0.233,9.292,12.667,27.5,39.0,5,15
前金,41.875,39.0,0.712,0.383,22.188,20.958,19.375,12.375,15.988,18.471,2.433,2.908,307.5,0.321,12.958,19.667,22.0,67.0,5,16
前金,48.542,67.0,0.796,0.381,35.308,33.917,26.0,15.208,14.079,16.2,2.075,2.946,316.875,0.308,14.208,23.25,0.5,74.0,5,17
前金,71.042,74.0,1.496,0.403,39.387,37.583,50.045,22.565,13.721,15.379,1.6,1.983,303.5,0.358,22.042,45.417,0.0,77.0,5,18
前金,73.708,77.0,1.588,0.356,32.942,36.667,51.083,22.458,14.617,16.517,1.858,2.2,243.625,0.338,24.542,57.125,0.0,80.0,5,19
前金,42.0,80.0,1.479,0.245,38.688,33.667,27.583,12.833,8.388,9.983,1.567,2.692,230.042,0.188,11.5,23.958,0.0,136.0,5,20
前金,97.75,136.0,2.058,0.342,53.504,50.0,54.875,31.042,10.521,11.608,1.038,1.958,266.167,0.292,29.792,54.625,0.0,71.0,5,21
前金,58.833,71.0,1.371,0.234,52.471,54.958,31.542,14.417,5.529,5.879,0.3,1.783,250.958,0.204,15.5,31.042,0.0,58.0,5,22
前金,59.5,58.0,1.417,0.369,33.829,36.792,35.875,19.125,13.083,14.775,1.638,1.288,265.542,0.292,19.042,36.5,7.5,32.0,5,23
前金,25.042,32.0,2.746,0.222,12.838,14.267,11.542,5.458,12.525,17.154,4.579,1.625,174.5,0.196,6.625,12.792,17.5,40.0,5,24
前金,21.958,40.0,1.742,0.242,14.805,15.092,7.545,3.864,12.974,15.453,2.468,1.439,146.522,0.179,4.375,7.542,16.5,37.0,5,25
前金,21.5,37.0,1.952,0.268,8.67,8.953,16.125,5.375,13.176,17.043,3.829,1.317,168.042,0.213,4.833,14.875,30.0,27.0,5,26
前金,25.667,27.0,0.517,0.252,24.108,22.317,16.167,7.292,8.371,10.067,1.646,1.725,217.125,0.204,7.333,16.0,6.5,27.0,5,27
前金,22.5,27.0,1.227,0.257,13.404,14.304,13.333,5.625,7.992,10.029,2.004,1.621,244.25,0.238,5.875,13.708,0.0,28.0,5,28
前金,19.75,28.0,0.683,0.176,16.729,15.562,12.167,4.333,6.688,9.054,2.317,1.775,211.542,0.15,4.042,11.375,0.0,30.0,5,29
前金,20.875,30.0,0.945,0.121,18.809,19.042,9.0,3.522,7.055,8.036,0.941,2.242,220.75,0.1,3.583,8.458,0.0,27.0,5,30
前金,19.875,27.0,0.817,0.122,20.521,21.108,13.042,4.75,7.733,9.454,1.671,2.671,199.583,0.1,4.333,12.0,0.0,37.0,5,31
前金,22.958,37.0,1.075,0.133,19.321,18.521,12.0,5.25,7.896,9.917,1.975,1.888,229.75,0.1,5.208,12.25,0.0,21.0,6,1
前金,18.917,21.0,0.365,0.123,19.043,19.875,9.391,4.87,3.857,5.187,1.287,2.004,293.917,0.1,4.875,8.875,0.0,20.0,6,2
前金,16.625,20.0,0.158,0.113,18.367,17.754,9.917,4.625,4.088,4.858,0.738,2.158,223.792,0.1,4.375,8.917,0.0,23.0,6,3
前金,16.792,23.0,0.954,0.185,14.992,16.483,12.375,4.75,8.238,10.525,2.258,1.417,168.875,0.113,4.875,10.917,6.5,23.0,6,4
前金,20.667,23.0,0.808,0.202,15.138,14.433,17.75,6.542,6.838,9.225,2.321,1.417,220.75,0.179,6.125,17.083,0.5,24.0,6,5
前金,23.583,24.0,0.459,0.133,20.808,19.621,19.417,6.75,3.608,4.883,1.229,1.863,255.083,0.1,7.083,18.583,2.5,32.0,6,6
前金,22.542,32.0,0.727,0.269,18.652,20.746,12.957,6.0,9.035,10.97,1.896,1.171,166.917,0.175,6.042,14.208,89.0,38.0,6,7
前金,24.25,38.0,1.871,0.363,10.962,11.271,14.625,6.583,13.746,17.817,4.025,1.575,129.917,0.312,6.417,13.667,37.5,35.0,6,8
前金,20.792,35.0,1.639,0.249,9.848,10.221,14.913,5.174,12.752,16.917,4.113,1.771,180.833,0.242,5.042,13.875,0.0,35.0,6,9
前金,22.542,35.0,2.467,0.191,10.096,9.217,13.958,5.75,9.629,13.508,3.817,1.825,157.583,0.171,6.208,14.625,0.0,30.0,6,10
前金,19.5,30.0,1.363,0.193,10.267,10.838,10.917,5.875,10.121,13.308,3.146,1.408,168.875,0.146,5.583,10.167,14.0,24.0,6,11
前金,18.75,24.0,0.533,0.175,18.629,17.254,9.625,4.5,5.683,6.492,0.762,1.867,243.125,0.125,4.542,9.542,0.0,23.0,6,12
前金,23.708,23.0,1.496,0.163,13.291,13.392,12.273,7.217,6.608,8.5,1.846,1.567,220.708,0.138,7.042,11.667,0.0,20.0,6,13
前金,17.542,20.0,1.008,0.131,16.475,16.9,13.25,4.875,4.958,6.796,1.804,1.729,251.542,0.088,5.0,12.333,0.0,27.0,6,14
前金,18.708,27.0,1.283,0.16,14.588,14.454,10.792,4.542,6.267,8.379,2.071,1.379,221.458,0.125,4.75,10.75,0.0,23.0,6,15
前金,19.542,23.0,1.333,0.142,15.371,15.629,10.75,4.375,6.3,8.042,1.7,1.971,275.792,0.096,4.417,10.333,0.0,25.0,6,16
前金,16.583,25.0,0.762,0.128,16.883,16.646,7.708,3.583,4.233,6.496,2.212,1.867,262.667,0.1,3.333,7.625,0.0,20.0,6,17
前金,16.458,20.0,1.046,0.13,16.812,16.446,7.667,5.167,4.454,5.858,1.375,1.779,250.833,0.092,4.5,7.0,0.0,46.0,6,18
前金,39.792,46.0,1.692,0.15,18.033,18.321,17.583,13.667,5.638,6.758,1.079,1.917,227.75,0.113,12.208,15.125,0.0,44.0,6,19
前金,47.042,44.0,1.865,0.151,17.326,16.9,20.136,13.909,6.309,7.535,1.191,1.775,231.208,0.108,14.792,19.917,0.0,33.0,6,20
前金,34.625,33.0,0.612,0.148,19.267,19.929,17.375,10.25,4.938,6.433,1.45,1.704,224.542,0.1,10.667,17.75,0.0,28.0,6,21
前金,27.833,28.0,1.721,0.192,18.392,17.521,18.208,8.708,6.579,8.021,1.4,1.942,210.375,0.133,8.583,17.667,0.0,20.0,6,22
前金,17.083,20.0,1.967,0.129,13.592,14.975,12.917,2.292,7.608,10.512,2.846,3.317,177.792,0.1,3.0,12.417,0.0,22.0,6,23
前金,19.833,22.0,2.233,0.14,11.525,12.096,18.625,2.167,8.579,11.542,2.925,3.675,171.625,0.1,2.125,18.208,0.0,28.0,6,24
前金,14.5,28.0,1.571,0.122,13.737,13.038,12.042,1.042,7.004,9.379,2.337,3.888,187.708,0.067,0.833,11.458,4.5,26.0,6,25
前金,19.208,26.0,1.158,0.146,16.954,16.421,10.833,2.042,6.337,8.079,1.688,2.5,233.167,0.108,2.208,10.875,0.5,40.0,6,26
前金,24.958,40.0,1.674,0.202,26.808,25.233,15.913,5.545,7.229,8.862,1.596,2.042,277.25,0.138,4.875,14.708,0.0,46.0,6,27
前金,28.833,46.0,1.592,0.206,30.988,30.775,20.25,7.458,7.475,9.121,1.608,2.125,171.75,0.171,7.458,18.875,0.0,30.0,6,28
前金,23.042,30.0,2.492,0.24,12.775,14.242,22.0,5.958,10.5,15.4,4.862,2.712,182.833,0.175,5.542,21.583,0.0,47.0,6,29
前金,36.375,47.0,1.457,0.2,31.517,29.012,20.167,9.0,7.339,8.996,1.63,2.075,267.667,0.15,8.792,19.208,0.0,64.0,6,30
前金,39.583,64.0,1.371,0.268,35.483,38.029,23.25,10.792,9.925,11.458,1.479,1.746,216.0,0.204,10.542,23.083,7.0,28.0,7,1
前金,21.458,28.0,1.583,0.147,21.717,21.696,10.833,3.0,8.129,10.371,2.2,2.479,163.5,0.129,4.083,11.667,18.0,42.0,7,2
前金,21.458,42.0,1.433,0.252,16.508,18.6,15.667,5.292,10.504,13.767,3.225,1.325,172.792,0.167,4.458,13.167,3.5,40.0,7,3
前金,24.625,40.0,2.478,0.363,10.639,11.05,15.682,6.348,14.039,18.435,4.37,1.054,165.042,0.279,6.208,16.542,6.0,33.0,7,4
前金,28.042,33.0,0.9,0.439,8.704,8.3,17.083,7.458,14.858,19.608,4.717,0.825,106.375,0.396,7.583,16.125,43.0,30.0,7,5
前金,20.708,30.0,1.589,0.217,12.783,11.896,16.083,5.875,9.092,12.796,3.646,1.933,161.417,0.229,6.167,16.417,0.0,30.0,7,6
前金,15.917,30.0,2.012,0.166,12.171,12.317,13.417,2.792,7.796,11.608,3.783,2.954,180.75,0.125,3.0,12.667,0.0,39.0,7,7
前金,26.75,39.0,1.246,0.2,27.179,25.367,14.917,7.292,6.733,7.929,1.162,1.887,245.667,0.133,6.75,14.125,0.0,20.0,7,8
前金,19.375,20.0,1.262,0.173,15.396,17.971,15.208,4.042,7.362,9.75,2.346,2.388,176.417,0.163,4.792,15.542,0.0,17.0,7,9
前金,13.583,17.0,1.192,0.137,10.988,10.558,9.5,1.958,5.629,8.492,2.812,2.292,173.333,0.083,1.792,9.625,0.0,18.0,7,10
前金,12.542,18.0,1.17,0.113,10.461,10.242,7.304,1.913,6.165,9.983,3.761,2.825,184.583,0.067,1.875,7.083,0.0,25.0,7,11
前金,14.917,25.0,1.475,0.137,13.35,12.938,6.25,1.5,5.796,7.833,1.979,2.375,201.375,0.092,1.583,6.0,0.0,19.0,7,12
前金,15.5,19.0,1.054,0.131,18.067,17.088,11.545,1.826,3.257,4.396,1.087,3.337,291.208,0.088,1.708,9.625,0.0,27.0,7,13
前金,18.708,27.0,1.788,0.181,15.262,15.854,14.167,3.5,9.233,12.913,3.612,2.212,232.583,0.125,3.625,14.333,3.0,37.0,7,14
前金,22.0,37.0,0.833,0.263,19.108,20.512,11.667,2.708,8.642,11.65,2.971,1.5,216.583,0.158,2.042,10.0,13.0,33.0,7,15
前金,18.875,33.0,1.108,0.265,13.512,12.938,14.708,4.125,8.25,10.658,2.375,1.15,273.042,0.229,4.25,13.625,0.0,22.0,7,16
前金,17.583,22.0,0.413,0.238,13.062,13.25,16.958,3.958,5.621,7.517,1.846,1.117,214.875,0.196,3.75,15.958,4.5,23.0,7,17
前金,19.5,23.0,1.243,0.179,12.795,12.058,16.278,5.737,6.357,8.339,1.943,1.729,225.292,0.158,6.048,17.0,0.0,18.0,7,18
前金,17.125,18.0,1.575,0.115,10.304,12.112,13.875,3.833,7.042,10.054,2.983,3.046,173.75,0.079,4.375,14.042,0.0,22.0,7,19
前金,15.833,22.0,1.633,0.085,8.179,7.529,13.375,0.958,7.05,11.696,4.583,4.296,184.5,0.008,1.0,12.625,0.0,23.0,7,20
前金,12.458,23.0,1.004,0.097,12.05,11.262,6.75,0.75,4.579,7.438,2.804,2.275,216.875,0.021,0.792,7.125,0.0,28.0,7,21
前金,18.25,28.0,1.442,0.134,17.675,17.758,10.458,3.375,5.583,7.858,2.225,2.054,234.75,0.092,3.0,9.875,0.0,19.0,7,22
前金,14.833,19.0,1.071,0.133,14.512,14.288,7.25,1.375,4.642,6.404,1.708,1.692,273.792,0.083,1.458,6.917,0.0,23.0,7,23
前金,16.5,23.0,1.008,0.116,18.304,18.179,7.583,2.458,3.233,4.567,1.288,2.05,296.458,0.092,1.958,6.958,0.0,25.0,7,24
前金,18.708,25.0,1.029,0.118,21.717,20.538,7.174,2.913,3.587,4.983,1.346,2.125,265.375,0.079,2.917,6.583,0.0,32.0,7,25
前金,24.75,32.0,0.875,0.174,25.012,26.175,13.208,4.583,6.125,7.438,1.267,1.829,235.667,0.096,4.292,11.75,0.0,37.0,7,26
前金,22.5,37.0,0.796,0.188,20.046,18.908,10.333,4.167,7.771,9.121,1.325,1.792,216.625,0.158,4.25,10.708,0.0,31.0,7,27
前金,23.958,31.0,1.154,0.191,23.429,24.046,12.333,4.75,6.154,8.096,1.892,2.321,284.625,0.158,5.167,12.042,0.0,39.0,7,28
前金,27.792,39.0,1.475,0.179,29.679,27.679,16.042,6.667,6.396,7.438,1.0,2.667,306.667,0.113,5.583,13.75,0.0,35.0,7,29
前金,35.417,35.0,0.842,0.188,31.067,32.633,19.792,7.917,5.317,6.379,1.025,2.904,257.292,0.142,8.708,19.958,4.5,61.0,7,30
前金,31.583,61.0,1.225,0.23,34.288,33.954,15.917,7.875,5.554,6.513,0.929,2.004,240.75,0.15,7.0,14.917,0.0,52.0,7,31
前金,35.917,52.0,1.352,0.35,35.948,35.946,22.043,9.217,13.509,14.648,1.091,1.375,164.458,0.267,8.708,20.833,1.5,42.0,8,1
前金,28.75,42.0,1.181,0.227,25.471,25.971,13.208,5.208,11.771,13.458,1.637,2.288,160.5,0.246,6.333,14.5,1.5,27.0,8,2
前金,20.75,27.0,2.329,0.188,14.758,17.271,15.458,2.625,11.558,15.783,4.162,2.904,158.875,0.138,3.0,14.708,0.0,28.0,8,3
前金,17.458,28.0,1.804,0.183,10.433,10.338,15.042,3.167,8.654,12.929,4.229,3.108,188.5,0.15,3.458,14.75,0.0,32.0,8,4
前金,20.958,32.0,1.592,0.214,21.533,18.704,16.708,4.625,7.025,9.083,2.017,2.017,217.75,0.133,4.167,16.375,0.0,39.0,8,5
前金,28.25,39.0,0.7,0.176,31.225,31.192,12.125,5.042,5.225,6.104,0.833,2.163,191.208,0.121,4.375,11.417,0.0,41.0,8,6
前金,28.083,41.0,1.421,0.223,31.183,30.7,14.583,5.0,6.862,8.396,1.483,1.962,203.958,0.175,4.958,14.167,0.0,43.0,8,7
前金,35.208,43.0,1.379,0.231,34.958,34.317,17.136,8.826,7.371,8.846,1.421,1.796,224.167,0.175,8.5,15.875,0.0,50.0,8,8
前金,37.542,50.0,1.654,0.228,32.788,33.888,25.0,11.333,9.083,11.038,1.912,1.942,239.583,0.179,10.5,23.25,0.0,64.0,8,9
前金,42.042,64.0,1.129,0.221,33.392,34.767,22.292,9.958,8.188,9.483,1.262,1.983,188.417,0.188,11.375,23.875,71.0,44.0,8,10
前金,29.792,44.0,1.888,0.323,26.521,26.538,16.625,9.292,11.688,13.45,1.717,1.7,208.75,0.242,8.25,15.875,4.5,33.0,8,11
前金,27.667,33.0,0.725,0.295,20.492,21.471,15.542,7.917,10.346,12.404,2.021,1.708,156.208,0.242,8.25,15.25,3.5,37.0,8,12
前金,25.583,37.0,0.47,0.266,22.483,22.062,12.458,5.417,9.217,11.026,1.783,1.6,219.667,0.213,5.583,12.333,0.0,26.0,8,13
前金,20.25,26.0,0.579,0.213,19.604,18.912,11.667,3.917,6.708,8.05,1.296,2.196,279.292,0.183,4.167,11.125,0.0,42.0,8,14
前金,33.417,42.0,1.879,0.333,22.421,23.129,19.0,11.208,13.392,16.012,2.571,1.65,233.667,0.246,10.042,17.292,6.0,54.0,8,15
前金,37.571,54.0,0.889,0.234,29.914,30.086,16.81,8.0,8.533,10.343,1.748,1.99,192.429,0.229,9.095,17.048,94.5,40.0,8,16
前金,20.042,40.0,0.667,0.205,14.771,15.479,12.667,4.208,9.112,11.825,2.671,1.829,170.417,0.146,4.208,11.917,12.5,37.0,8,17
前金,15.75,37.0,1.412,0.26,9.033,8.794,12.2,3.81,12.414,15.543,3.107,0.991,157.826,0.232,4.1,11.7,17.0,25.0,8,18
前金,18.667,25.0,1.523,0.169,15.842,12.956,16.083,5.522,8.047,9.495,1.405,3.525,170.0,0.171,4.5,14.708,0.0,41.0,8,19
前金,41.875,41.0,1.975,0.153,18.029,17.233,18.25,13.083,5.838,7.579,1.692,1.712,215.833,0.1,12.75,17.708,0.0,28.0,8,20
前金,29.625,28.0,0.658,0.154,22.25,22.296,11.625,6.542,3.304,4.538,1.196,2.292,327.833,0.1,7.792,13.083,0.0,28.0,8,21
前金,21.458,28.0,0.258,0.136,24.704,23.388,12.5,4.667,4.358,5.596,1.188,2.058,289.667,0.1,3.917,10.708,0.0,30.0,8,22
前金,22.292,30.0,0.432,0.142,22.567,24.042,12.652,5.913,4.162,5.062,0.858,2.067,277.583,0.083,5.792,12.708,1.0,30.0,8,23
前金,25.417,30.0,2.671,0.242,17.133,17.613,18.167,7.833,9.508,12.812,3.254,1.967,189.167,0.179,7.625,16.458,0.0,27.0,8,24
前金,24.625,27.0,1.45,0.136,22.417,21.012,17.5,7.292,6.938,8.633,1.65,1.867,181.958,0.113,7.417,17.458,0.0,27.0,8,25
前金,25.042,27.0,0.758,0.142,23.092,23.75,14.833,7.083,4.892,6.246,1.308,2.146,318.292,0.1,7.583,15.083,0.0,33.0,8,26
前金,27.042,33.0,1.012,0.136,27.754,26.487,18.083,8.458,4.358,5.438,1.021,1.579,240.625,0.1,7.917,16.875,0.0,45.0,8,27
前金,33.542,45.0,0.888,0.241,27.954,30.592,20.292,9.75,8.3,9.504,1.162,1.171,270.208,0.163,9.75,19.333,8.5,54.0,8,28
前金,36.75,54.0,1.546,0.307,33.288,31.704,16.792,10.167,10.854,12.617,1.737,1.013,264.375,0.238,9.833,16.917,6.5,44.0,8,29
前金,43.5,44.0,0.59,0.308,35.018,30.906,17.471,12.353,8.153,9.653,1.447,1.347,211.765,0.278,13.111,19.0,0.0,51.0,8,30
前金,40.083,51.0,0.917,0.306,34.85,33.329,19.208,12.375,9.35,10.479,1.083,0.988,232.708,0.258,11.417,17.875,1.0,64.0,8,31
前金,53.0,64.0,1.609,0.329,39.391,38.575,35.739,16.0,9.291,10.405,1.073,2.146,217.667,0.312,16.25,31.667,0.0,47.0,9,1
前金,47.333,47.0,1.05,0.241,47.833,47.675,31.708,13.625,6.112,6.846,0.679,4.829,180.167,0.188,13.583,34.25,1.5,42.0,9,2
前金,38.417,42.0,0.517,0.165,40.896,41.675,23.167,9.5,3.004,3.846,0.783,6.858,324.417,0.113,10.042,22.708,11.5,97.0,9,3
前金,58.75,97.0,0.65,0.249,55.658,52.7,22.542,12.75,4.538,5.396,0.825,4.008,307.083,0.175,12.458,23.042,12.0,71.0,9,4
前金,65.083,71.0,0.617,0.245,59.579,59.758,29.583,15.083,6.029,7.333,1.25,2.108,218.667,0.208,14.792,27.958,3.0,62.0,9,5
前金,62.292,62.0,0.892,0.302,48.774,51.846,31.087,20.087,7.312,8.525,1.175,1.992,196.625,0.242,19.625,31.5,38.5,52.0,9,6
前金,51.292,52.0,1.296,0.329,32.679,35.1,25.5,16.083,9.517,10.633,1.071,2.038,306.333,0.263,15.917,24.583,0.0,47.0,9,7
前金,35.833,47.0,1.268,0.214,37.296,33.983,19.0,9.591,7.2,9.17,1.917,2.217,193.043,0.196,10.458,19.167,19.5,156.0,9,8
前金,68.0,156.0,0.696,0.302,58.029,51.571,42.208,22.292,5.854,6.558,0.654,1.85,227.5,0.225,18.833,35.958,15.0,122.0,9,9
前金,106.042,122.0,0.921,0.322,63.767,70.304,53.583,27.083,6.521,6.938,0.371,2.129,251.625,0.288,28.583,54.042,0.0,63.0,9,10
前金,69.458,63.0,1.567,0.302,33.925,36.625,42.458,21.5,9.1,9.829,0.679,3.3,299.667,0.267,23.0,46.25,0.0,43.0,9,11
前金,40.042,43.0,0.733,0.162,29.275,27.504,26.375,12.792,5.158,6.096,0.888,4.971,262.583,0.117,12.25,25.25,0.0,101.0,9,12
前金,57.083,101.0,1.229,0.213,48.319,43.246,31.143,18.182,5.255,6.115,0.82,4.954,339.958,0.142,16.75,29.5,0.0,100.0,9,13
前金,87.542,100.0,1.521,0.311,54.488,56.567,38.417,25.458,8.767,9.921,1.113,2.267,280.708,0.267,26.292,39.583,0.0,187.0,9,14
前金,116.042,187.0,1.212,0.377,74.042,72.25,41.917,28.542,8.992,9.629,0.571,1.633,242.25,0.329,27.375,40.083,0.0,115.0,9,15
前金,97.458,115.0,1.35,0.375,61.025,62.896,41.833,28.792,9.633,10.317,0.625,2.138,243.75,0.333,29.417,42.542,0.0,90.0,9,16
前金,80.292,90.0,1.368,0.305,53.404,54.413,36.042,21.792,7.136,7.618,0.427,2.833,318.417,0.271,23.583,37.042,0.0,77.0,9,17
前金,59.917,77.0,1.571,0.282,52.054,51.483,27.458,17.458,7.312,8.433,1.071,1.746,289.958,0.204,16.292,26.292,0.0,101.0,9,18
前金,82.875,101.0,1.675,0.423,49.567,51.696,41.292,28.208,12.817,14.188,1.308,1.679,180.042,0.342,26.958,38.875,0.0,97.0,9,19
前金,82.583,97.0,1.429,0.404,49.5,49.692,39.042,26.958,12.842,13.817,0.925,1.933,216.958,0.342,27.333,38.583,7.5,108.0,9,20
前金,78.167,108.0,1.275,0.288,53.983,50.396,46.417,21.667,8.283,8.975,0.65,1.917,240.042,0.279,22.167,44.125,0.0,64.0,9,21
前金,59.042,64.0,1.404,0.244,50.546,51.6,41.0,16.708,6.108,6.967,0.808,1.617,212.75,0.183,17.167,42.042,0.0,87.0,9,22
前金,60.625,87.0,1.675,0.259,48.933,50.537,36.091,17.304,8.696,9.658,0.925,2.071,163.75,0.204,17.208,36.333,0.0,126.0,9,23
前金,76.792,126.0,1.304,0.309,55.071,54.663,46.333,21.583,8.487,9.492,0.95,1.804,204.5,0.275,20.708,42.458,0.0,122.0,9,24
前金,86.042,122.0,1.67,0.342,46.717,49.538,58.583,26.583,9.096,10.408,1.283,2.171,264.042,0.292,27.292,59.083,0.0,60.0,9,25
前金,63.042,60.0,1.288,0.275,33.746,33.2,40.375,19.542,9.138,9.808,0.642,1.858,297.917,0.25,20.458,43.833,0.0,48.0,9,26
前金,46.875,48.0,0.987,0.207,36.865,35.858,30.5,14.818,5.926,6.822,0.861,1.8,185.417,0.146,14.5,29.292,0.0,46.0,9,27
前金,46.792,46.0,0.983,0.207,40.046,39.546,30.083,14.083,5.408,6.446,0.992,1.771,261.917,0.138,14.458,30.625,0.0,50.0,9,28
前金,48.167,50.0,0.758,0.175,37.712,39.8,26.792,15.333,5.496,5.883,0.363,1.883,285.5,0.104,14.5,24.958,0.0,55.0,9,29
前金,54.625,55.0,1.304,0.225,35.125,34.771,29.875,17.125,8.371,9.404,1.008,1.704,294.0,0.175,17.083,30.292,0.0,61.0,9,30
前金,60.792,61.0,1.604,0.235,39.204,38.871,30.375,19.042,7.938,9.117,1.146,1.654,277.833,0.175,19.458,30.542,0.0,74.0,10,1
前金,59.458,74.0,0.9,0.217,44.85,43.867,29.5,19.542,6.579,7.725,1.092,1.746,326.292,0.183,18.75,28.583,0.0,59.0,10,2
前金,59.792,59.0,1.071,0.223,43.133,42.833,27.522,18.591,5.85,6.492,0.604,1.583,272.917,0.192,19.167,27.708,0.0,53.0,10,3
前金,54.208,53.0,0.738,0.19,38.604,39.883,24.833,16.667,4.908,6.212,1.262,2.383,304.833,0.138,16.917,24.667,0.0,67.0,10,4
前金,59.5,67.0,0.942,0.238,47.346,44.363,32.458,19.917,6.038,6.775,0.704,1.825,239.417,0.167,19.042,30.0,0.0,93.0,10,5
前金,69.167,93.0,1.274,0.253,52.783,52.296,38.583,20.0,6.904,7.854,0.896,1.721,246.917,0.208,20.042,37.792,0.0,93.0,10,6
前金,65.833,93.0,1.592,0.268,49.262,52.038,33.583,18.792,7.35,8.392,1.008,1.867,227.25,0.208,19.042,34.25,0.0,71.0,10,7
前金,56.458,71.0,1.179,0.298,44.65,45.25,29.0,17.75,9.438,10.575,1.1,1.6,183.042,0.213,17.125,27.042,0.0,87.0,10,8
前金,62.875,87.0,1.4,0.282,43.529,43.808,33.417,17.625,8.067,8.996,0.883,2.046,247.208,0.238,18.458,32.375,5.0,84.0,10,9
前金,54.542,84.0,1.137,0.32,41.783,41.654,45.875,16.833,9.392,10.354,0.917,3.442,289.542,0.25,16.167,41.875,0.0,104.0,10,10
前金,70.5,104.0,1.965,0.374,40.717,41.988,53.217,21.182,15.045,16.464,1.364,1.842,284.375,0.333,21.083,53.75,0.0,108.0,10,11
前金,69.0,108.0,1.358,0.321,39.95,40.625,53.208,18.333,13.896,15.633,1.696,2.583,301.292,0.275,18.708,51.583,0.0,87.0,10,12
前金,79.583,87.0,2.054,0.363,38.712,37.896,61.208,25.667,13.283,14.721,1.4,2.0,305.208,0.317,24.917,60.625,0.0,87.0,10,13
前金,79.583,87.0,2.054,0.363,38.712,37.896,61.208,25.667,13.283,14.721,1.4,2.0,305.208,0.317,24.917,60.625,0.0,90.0,10,13
前金,73.917,90.0,1.592,0.354,37.808,37.842,58.167,23.542,13.842,15.812,1.921,2.317,271.542,0.304,23.208,58.542,0.0,97.0,10,14
前金,69.917,97.0,1.179,0.342,37.804,39.046,45.667,20.083,12.071,13.358,1.238,2.358,303.333,0.292,21.542,48.875,0.0,60.0,10,15
前金,58.75,60.0,1.0,0.352,26.404,27.767,28.875,18.875,11.479,12.888,1.358,1.8,211.625,0.313,18.833,30.0,0.5,56.0,10,16
前金,57.667,56.0,1.367,0.312,23.567,21.912,36.958,18.083,12.021,15.262,3.183,2.529,297.25,0.258,18.25,34.583,1.0,67.0,10,17
