sitename,aqi,aqi_2,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,co_8hr,pm2.5_avg,pm10_avg,Precipitation(mm),next_aqi,month,day
仁武,127.917,128.0,1.75,0.547,34.021,34.554,68.083,46.792,17.162,19.113,1.9,1.979,320.75,0.504,46.025,65.958,0.0,108.0,1,1
仁武,110.292,108.0,1.478,0.588,24.865,25.583,61.348,38.478,24.935,34.274,9.296,1.613,296.667,0.55,39.15,62.417,0.0,94.0,1,2
仁武,99.208,94.0,1.108,0.445,31.004,31.379,56.042,33.417,18.592,20.604,1.967,3.871,343.042,0.383,34.833,57.583,0.0,85.0,1,3
仁武,75.875,85.0,2.14,0.546,23.645,22.135,46.048,28.81,27.73,36.605,8.835,1.9,325.591,0.504,27.932,44.409,0.0,96.0,1,4
仁武,92.0,96.0,1.513,0.451,27.487,28.171,56.13,33.261,23.858,28.426,4.542,2.188,318.208,0.392,32.067,55.167,0.0,103.0,1,5
仁武,99.583,103.0,0.462,0.463,34.592,34.267,49.292,36.25,22.808,27.367,4.492,1.458,274.917,0.404,35.058,48.667,0.0,124.0,1,6
仁武,117.095,124.0,1.3,0.491,37.329,36.62,59.952,43.095,19.371,20.852,1.433,1.952,316.19,0.435,43.395,57.5,0.0,99.0,1,7
仁武,106.417,99.0,1.527,0.526,28.057,30.233,56.043,35.652,24.613,30.865,6.196,1.817,318.25,0.492,37.583,58.417,0.0,84.0,1,8
仁武,84.917,84.0,1.433,0.406,22.154,22.679,45.625,28.667,20.546,25.012,4.417,2.804,341.25,0.362,29.254,46.625,0.0,103.0,1,9
仁武,97.375,103.0,0.946,0.425,30.908,29.496,54.375,36.25,16.412,18.796,2.354,3.833,342.167,0.329,34.108,50.875,0.0,95.0,1,10
仁武,98.833,95.0,2.012,0.515,30.371,30.829,53.708,33.583,26.237,32.988,6.712,1.771,259.75,0.462,34.629,54.042,0.0,100.0,1,11
仁武,100.375,100.0,2.304,0.504,38.092,36.25,53.583,35.5,24.304,28.846,4.508,1.483,213.417,0.458,35.212,54.333,0.0,87.0,1,12
仁武,88.333,87.0,1.729,0.441,37.875,39.454,38.792,26.208,20.783,22.858,2.042,1.279,183.542,0.404,28.65,41.208,0.0,67.0,1,13
仁武,64.125,67.0,2.196,0.347,42.321,41.571,36.292,21.667,14.812,16.412,1.554,1.621,246.833,0.308,20.692,33.958,0.0,91.0,1,14
仁武,84.875,91.0,2.021,0.48,32.775,34.204,51.75,31.5,24.662,31.208,6.504,1.558,262.417,0.388,29.217,46.958,0.0,102.0,1,15
仁武,109.208,102.0,1.93,0.498,26.757,28.096,59.043,36.826,23.196,26.587,3.352,2.258,319.917,0.475,38.612,61.083,0.0,112.0,1,16
仁武,87.167,112.0,2.317,0.414,37.4,33.992,50.625,27.208,23.6,30.1,6.462,1.608,278.042,0.371,27.562,51.75,0.0,96.0,1,17
仁武,87.75,96.0,2.258,0.418,33.667,36.246,55.042,33.125,25.333,29.271,3.883,1.842,303.208,0.342,30.371,51.542,0.0,94.0,1,18
仁武,100.583,94.0,2.508,0.467,32.079,31.517,51.5,33.5,25.412,32.7,7.237,1.558,260.875,0.408,35.087,52.333,0.0,113.0,1,19
仁武,110.083,113.0,1.938,0.402,30.826,31.958,56.208,40.042,16.9,19.918,2.977,2.438,336.542,0.362,38.992,55.375,0.0,72.0,1,20
仁武,78.167,72.0,1.737,0.461,24.029,23.742,41.5,24.667,14.475,16.958,2.442,2.775,323.083,0.396,26.546,41.917,0.0,62.0,1,21
仁武,64.875,62.0,1.583,0.456,17.704,18.892,30.13,20.087,17.978,21.596,3.557,3.121,341.875,0.417,21.133,32.458,0.0,40.0,1,22
仁武,35.792,40.0,1.554,0.384,14.108,15.046,19.375,10.583,17.346,21.433,4.038,3.954,341.208,0.338,10.604,20.042,0.0,69.0,1,23
仁武,63.833,69.0,1.675,0.399,20.5,19.408,31.708,22.25,20.921,25.408,4.429,2.212,288.625,0.346,20.738,28.833,0.0,90.0,1,24
仁武,87.917,90.0,2.175,0.457,16.154,17.171,43.833,31.625,25.058,29.396,4.3,2.346,319.333,0.4,30.438,42.333,0.0,95.0,1,25
仁武,92.042,95.0,1.729,0.485,22.558,20.183,45.708,32.958,22.742,28.15,5.358,2.596,331.792,0.442,32.083,42.958,0.0,114.0,1,26
仁武,110.958,114.0,2.038,0.489,25.842,26.575,55.625,39.917,21.812,26.288,4.417,2.583,330.042,0.45,39.358,55.208,0.0,123.0,1,27
仁武,122.667,123.0,2.421,0.512,30.354,28.462,53.087,44.625,15.783,17.254,1.421,2.546,336.125,0.454,43.854,51.792,0.0,125.0,1,28
仁武,120.25,125.0,2.222,0.54,31.009,31.721,59.455,44.0,20.322,24.583,4.222,2.146,299.208,0.496,42.925,58.167,0.0,152.0,1,29
仁武,147.375,152.0,1.892,0.545,31.779,32.029,71.5,56.458,21.058,27.5,6.404,2.021,285.458,0.504,57.479,72.792,0.0,113.0,1,30
仁武,116.542,113.0,2.35,0.55,32.104,31.971,51.625,40.333,26.45,30.512,4.042,1.387,233.583,0.496,41.496,52.458,0.0,77.0,1,31
仁武,86.458,77.0,2.592,0.47,32.904,31.858,39.667,26.583,20.796,25.079,4.246,1.454,220.917,0.438,29.162,41.625,0.0,95.0,2,1
仁武,89.625,95.0,1.829,0.471,32.788,35.475,49.917,33.0,21.279,23.783,2.479,1.729,243.375,0.408,31.088,46.417,0.0,94.0,2,2
仁武,99.542,94.0,2.108,0.482,27.667,24.712,47.667,33.542,17.725,22.783,5.021,1.842,296.083,0.462,34.908,50.0,0.0,119.0,2,3
仁武,110.5,119.0,1.658,0.477,21.579,24.992,55.042,42.042,18.104,21.088,2.95,1.842,314.583,0.404,39.433,51.833,0.0,78.0,2,4
仁武,84.875,78.0,1.745,0.451,14.455,15.179,40.957,27.0,20.979,24.932,3.905,2.052,314.0,0.412,29.113,42.542,0.0,86.0,2,5
仁武,79.875,86.0,1.671,0.552,20.671,19.504,49.708,29.292,21.329,25.538,4.171,2.45,328.333,0.504,27.25,46.042,0.0,98.0,2,6
仁武,107.333,98.0,1.642,0.48,26.525,27.454,49.792,35.75,17.971,20.438,2.425,2.929,338.125,0.45,37.962,54.125,0.0,67.0,2,7
仁武,63.208,67.0,1.383,0.408,25.625,24.3,28.0,21.667,14.054,16.1,2.0,2.508,324.0,0.346,20.429,26.958,4.0,60.0,2,8
仁武,60.542,60.0,1.812,0.423,31.417,30.171,21.75,18.75,9.996,10.612,0.579,3.45,339.125,0.363,19.567,22.417,0.0,105.0,2,9
仁武,95.833,105.0,1.292,0.528,37.696,36.442,39.417,36.25,9.258,10.517,1.217,2.408,331.542,0.462,33.571,35.75,0.0,103.0,2,10
仁武,110.583,103.0,1.533,0.497,41.608,41.913,47.417,36.917,10.888,11.95,1.017,2.142,322.292,0.458,39.15,47.667,0.0,90.0,2,11
仁武,79.917,90.0,1.6,0.391,45.108,44.254,44.042,28.292,12.625,13.396,0.738,2.021,301.375,0.304,26.717,41.875,0.0,83.0,2,12
仁武,91.625,83.0,1.967,0.427,37.721,40.229,41.667,29.083,16.212,17.821,1.55,1.562,247.333,0.358,30.979,43.958,0.0,59.0,2,13
仁武,61.167,59.0,2.125,0.375,32.3,32.738,28.083,18.958,17.721,19.546,1.783,1.292,167.25,0.342,19.642,28.75,0.0,63.0,2,14
仁武,61.208,63.0,1.37,0.42,26.4,27.788,33.625,20.0,20.409,23.77,3.309,1.321,235.333,0.358,19.633,31.958,0.0,88.0,2,15
仁武,86.333,88.0,1.238,0.362,27.912,26.887,48.625,30.458,17.054,19.846,2.746,2.575,306.208,0.338,29.708,46.708,0.0,74.0,2,16
仁武,73.208,74.0,1.675,0.329,33.025,32.842,38.583,24.583,15.425,16.971,1.504,2.758,325.125,0.283,24.571,38.458,0.0,69.0,2,17
仁武,76.652,69.0,2.07,0.396,24.135,26.578,35.391,24.304,14.552,15.513,0.922,2.048,184.435,0.365,26.296,39.13,0.0,38.0,2,18
仁武,34.042,38.0,2.274,0.262,22.3,22.438,21.652,10.304,12.07,14.796,2.7,2.267,162.583,0.221,10.483,19.917,0.0,34.0,2,19
仁武,33.083,34.0,2.625,0.27,18.846,19.054,22.0,10.75,10.679,12.946,2.208,2.85,168.125,0.213,10.183,22.125,0.0,39.0,2,20
仁武,38.292,39.0,1.742,0.227,23.329,22.05,27.75,11.913,9.312,10.667,1.321,3.05,147.708,0.188,11.767,26.667,0.0,56.0,2,21
仁武,49.75,56.0,1.946,0.306,30.271,29.288,36.5,16.917,13.642,18.667,5.004,2.225,263.75,0.258,15.446,33.792,0.0,70.0,2,22
仁武,68.708,70.0,2.258,0.388,32.533,32.888,42.375,23.083,15.221,17.887,2.633,2.817,311.583,0.325,22.671,40.5,0.0,72.0,2,23
仁武,70.25,72.0,1.942,0.443,30.133,29.633,44.458,24.0,15.746,19.079,3.271,2.667,316.208,0.379,23.333,43.792,0.0,80.0,2,24
仁武,84.333,80.0,1.742,0.496,28.537,28.983,44.292,27.792,13.917,15.771,1.796,2.788,325.5,0.446,28.971,45.75,0.0,89.0,2,25
仁武,78.833,89.0,2.004,0.535,21.922,23.117,47.522,29.857,19.248,22.265,2.978,2.971,321.583,0.458,26.754,43.708,0.0,91.0,2,26
仁武,91.75,91.0,2.204,0.522,19.796,20.225,45.583,31.708,21.771,25.521,3.7,2.279,326.375,0.471,32.054,46.083,0.0,93.0,2,27
仁武,99.875,93.0,1.592,0.442,36.133,33.138,48.875,33.125,17.738,19.321,1.554,2.138,281.333,0.417,34.517,49.792,0.0,85.0,2,28
仁武,82.208,85.0,1.196,0.392,30.717,31.838,42.583,28.542,15.979,20.154,4.133,2.475,262.458,0.354,28.071,42.208,0.0,66.0,2,29
仁武,74.417,66.0,1.412,0.454,17.679,20.171,37.875,23.609,18.171,21.533,3.329,3.158,339.375,0.375,24.921,39.167,0.0,66.0,3,1
仁武,62.833,66.0,1.529,0.385,13.75,15.15,27.792,21.208,18.65,22.075,3.371,2.571,328.583,0.35,20.312,27.708,0.0,79.0,3,2
仁武,77.167,79.0,1.613,0.391,33.337,28.458,36.167,26.542,14.671,16.4,1.667,2.438,322.0,0.338,25.921,33.042,0.0,78.0,3,3
仁武,86.0,78.0,1.825,0.432,31.196,33.492,39.913,27.435,17.571,20.379,2.758,2.246,231.542,0.408,29.758,43.708,0.0,49.0,3,4
仁武,45.583,49.0,1.312,0.287,22.2,23.475,19.625,15.167,10.675,13.046,2.337,1.504,208.375,0.233,14.083,18.292,0.0,69.0,3,5
仁武,66.167,69.0,0.683,0.292,20.129,19.046,31.667,22.667,14.442,17.542,3.054,2.175,268.375,0.238,21.696,29.125,0.0,90.0,3,6
仁武,82.875,90.0,0.912,0.542,11.008,12.975,42.125,30.833,24.946,29.992,5.0,2.525,339.167,0.467,28.383,39.5,1.5,107.0,3,7
仁武,102.083,107.0,1.75,0.472,33.45,27.717,56.208,37.5,17.962,20.183,2.188,2.383,318.583,0.425,36.008,49.292,0.0,115.0,3,8
仁武,119.542,115.0,2.413,0.533,30.692,35.321,69.958,41.333,24.221,26.233,1.95,1.783,273.708,0.487,42.658,73.542,0.0,116.0,3,9
仁武,117.667,116.0,1.846,0.485,30.746,27.517,60.167,41.125,18.542,20.646,2.067,1.871,300.0,0.454,41.933,61.083,0.0,125.0,3,10
仁武,124.458,125.0,2.087,0.498,38.104,40.417,60.917,45.833,19.067,20.875,1.779,2.087,275.042,0.433,44.583,60.458,0.0,104.0,3,11
仁武,74.417,104.0,1.071,0.404,47.633,43.462,29.75,17.917,13.338,14.7,1.342,2.938,280.292,0.358,21.317,31.083,0.0,104.0,3,12
仁武,76.875,104.0,0.908,0.408,49.083,49.596,52.542,25.375,15.013,16.308,1.229,1.896,196.667,0.367,23.779,48.625,0.0,166.0,3,13
仁武,110.958,166.0,1.833,0.465,43.714,45.933,74.217,38.261,21.81,25.42,3.565,1.629,251.708,0.421,36.225,71.042,0.0,156.0,3,14
仁武,137.458,156.0,2.5,0.496,44.2,46.946,81.333,45.625,24.305,26.586,2.224,1.657,235.435,0.454,46.421,82.917,0.0,161.0,3,15
仁武,134.625,161.0,2.725,0.485,46.467,45.079,71.833,46.667,18.208,19.912,1.654,1.513,257.542,0.433,46.471,72.458,0.0,83.0,3,16
仁武,92.083,83.0,1.117,0.357,32.679,34.283,43.333,29.292,12.796,13.608,0.75,1.683,230.958,0.321,31.925,46.708,0.0,120.0,3,17
仁武,112.917,120.0,1.15,0.398,37.308,35.321,70.522,42.652,12.632,13.786,1.145,2.696,314.875,0.35,40.083,62.5,0.0,81.0,3,18
仁武,90.792,81.0,1.321,0.381,37.583,38.379,69.958,28.5,14.083,15.908,1.763,3.787,343.042,0.321,31.412,75.125,0.0,97.0,3,19
仁武,69.417,97.0,2.163,0.401,43.762,40.438,54.792,21.417,17.096,20.192,3.042,2.337,246.667,0.367,20.346,51.042,0.0,104.0,3,20
仁武,85.292,104.0,1.696,0.331,58.15,59.262,72.458,25.708,13.542,14.512,0.917,2.012,198.333,0.275,26.188,74.333,0.0,71.0,3,21
仁武,59.25,71.0,2.05,0.317,44.696,48.383,45.25,17.417,14.804,16.054,1.192,1.75,126.375,0.267,18.092,47.542,0.0,53.0,3,22
仁武,52.875,53.0,1.962,0.291,29.842,30.288,38.417,16.417,9.55,10.583,0.979,2.579,151.5,0.263,16.421,37.542,0.0,50.0,3,23
仁武,48.5,50.0,1.908,0.299,25.196,26.738,31.667,15.125,8.896,10.633,1.688,2.183,163.75,0.238,15.054,31.75,0.0,51.0,3,24
仁武,50.375,51.0,1.848,0.29,24.1,23.879,33.522,15.565,9.345,10.623,1.223,2.762,188.083,0.254,15.546,32.917,0.0,72.0,3,25
仁武,65.417,72.0,1.05,0.336,29.142,25.254,44.0,23.5,12.6,15.242,2.596,1.917,229.5,0.271,21.429,41.042,0.0,76.0,3,26
仁武,83.0,76.0,1.558,0.483,41.508,39.942,51.167,26.375,14.733,17.292,2.5,2.192,295.125,0.454,28.104,53.333,0.0,63.0,3,27
仁武,62.083,63.0,1.7,0.381,43.833,48.0,40.083,20.417,13.567,14.475,0.875,1.583,209.458,0.333,19.962,39.0,0.0,77.0,3,28
仁武,66.708,77.0,1.838,0.357,38.55,34.783,37.708,22.042,15.079,16.771,1.642,2.138,295.125,0.292,21.396,37.583,0.0,62.0,3,29
仁武,64.167,62.0,1.85,0.349,40.233,43.808,33.75,19.917,9.758,10.7,0.921,1.625,158.75,0.3,20.879,34.625,0.0,51.0,3,30
仁武,52.792,51.0,1.183,0.28,22.688,25.079,24.958,16.0,8.442,9.271,0.792,1.825,208.208,0.238,16.583,25.958,0.0,51.0,3,31
仁武,42.333,51.0,1.317,0.296,32.012,29.75,21.458,13.0,11.638,13.208,1.529,1.858,195.125,0.2,12.446,19.875,0.0,48.0,4,1
仁武,51.417,48.0,1.704,0.326,21.363,23.054,29.625,15.375,13.233,15.404,2.117,2.404,151.917,0.3,16.104,29.417,0.0,71.0,4,2
仁武,60.792,71.0,1.479,0.206,22.133,22.125,31.565,22.545,8.63,10.939,2.265,1.654,197.958,0.163,20.154,30.208,0.0,87.0,4,3
仁武,85.542,87.0,1.192,0.198,26.558,24.992,35.542,29.75,8.204,9.171,0.904,1.783,204.625,0.154,29.542,34.417,0.0,83.0,4,4
仁武,85.625,83.0,1.575,0.275,40.383,38.663,46.292,29.0,9.05,9.721,0.625,2.533,251.833,0.192,29.558,44.125,0.0,76.0,4,5
仁武,77.458,76.0,2.271,0.374,40.129,39.492,43.792,25.542,10.379,11.746,1.333,2.292,236.833,0.342,26.196,45.333,0.0,55.0,4,6
仁武,60.0,55.0,1.575,0.287,24.104,28.554,32.667,17.958,8.121,9.042,0.875,2.171,184.125,0.246,19.962,34.25,0.0,48.0,4,7
仁武,41.292,48.0,1.296,0.213,21.812,19.796,28.042,14.167,9.15,11.633,2.433,2.421,222.708,0.142,12.738,26.417,0.0,81.0,4,8
仁武,75.875,81.0,1.371,0.364,29.912,29.708,45.833,27.417,14.525,16.5,1.929,2.212,301.833,0.292,25.625,41.958,0.0,76.0,4,9
仁武,76.625,76.0,1.463,0.397,34.362,31.288,50.625,25.458,17.233,19.788,2.492,1.879,272.458,0.367,25.892,49.667,0.0,79.0,4,10
仁武,80.167,79.0,1.262,0.325,48.371,48.558,48.0,27.125,10.333,11.296,0.929,2.071,277.083,0.288,27.342,49.917,0.0,74.0,4,11
仁武,76.125,74.0,0.939,0.364,42.43,45.125,45.435,25.043,12.97,14.426,1.413,1.833,297.333,0.317,25.742,45.542,0.0,71.0,4,12
仁武,64.083,71.0,1.608,0.34,37.808,37.458,35.458,20.667,11.671,13.075,1.358,1.512,202.042,0.283,20.538,34.875,0.0,33.0,4,13
仁武,40.125,33.0,1.542,0.233,19.904,22.971,21.5,10.542,6.992,8.329,1.283,2.05,182.167,0.208,12.496,23.917,0.0,45.0,4,14
仁武,39.5,45.0,0.838,0.242,24.65,23.646,25.957,13.478,8.512,10.85,2.288,2.367,308.958,0.171,12.196,23.917,0.0,57.0,4,15
仁武,57.125,57.0,1.187,0.306,23.379,24.679,33.5,18.083,10.362,12.342,1.95,1.992,234.125,0.238,18.029,32.75,0.0,62.0,4,16
仁武,61.625,62.0,1.579,0.302,22.329,22.725,34.583,20.0,11.438,13.587,2.1,2.017,186.0,0.267,19.867,34.333,0.0,67.0,4,17
仁武,60.125,67.0,1.812,0.277,36.45,30.146,33.042,19.167,11.779,13.462,1.638,1.933,252.667,0.208,18.754,32.5,0.0,64.0,4,18
仁武,55.542,64.0,0.861,0.279,52.117,53.725,28.042,15.125,7.461,8.057,0.57,1.954,235.708,0.246,15.929,27.792,0.0,53.0,4,19
仁武,49.833,53.0,1.883,0.283,36.067,38.5,29.75,16.042,8.037,9.537,1.454,2.146,198.042,0.233,15.342,29.292,0.0,65.0,4,20
仁武,63.833,65.0,1.633,0.292,32.658,32.8,32.333,21.333,9.154,10.4,1.192,2.042,198.292,0.238,20.696,31.625,0.0,61.0,4,21
仁武,61.875,61.0,1.321,0.278,29.167,29.412,32.417,19.458,9.904,11.525,1.579,2.108,195.083,0.233,19.967,32.083,0.0,70.0,4,22
仁武,67.833,70.0,0.896,0.277,29.688,29.958,33.292,23.208,11.496,12.729,1.192,1.454,216.167,0.225,22.363,31.833,0.0,62.0,4,23
仁武,66.208,62.0,1.304,0.256,25.722,26.867,30.045,20.773,11.935,13.139,1.161,1.529,223.417,0.204,21.679,31.333,8.5,48.0,4,24
仁武,46.75,48.0,1.095,0.333,32.646,28.904,19.583,12.583,14.042,15.067,0.975,1.7,135.417,0.283,13.579,20.375,111.5,36.0,4,25
仁武,32.458,36.0,0.983,0.28,33.337,35.388,11.292,7.708,10.917,11.783,0.812,2.242,130.25,0.225,7.621,10.667,36.5,64.0,4,26
仁武,38.333,64.0,1.071,0.417,33.883,35.454,22.542,12.208,16.808,17.613,0.746,1.879,173.042,0.304,10.154,17.667,6.0,52.0,4,27
仁武,47.375,52.0,0.762,0.341,39.471,40.329,17.958,11.708,10.842,11.692,0.808,2.379,192.458,0.325,12.846,20.25,14.0,43.0,4,28
仁武,44.375,43.0,1.717,0.342,26.721,25.046,28.182,12.609,16.509,18.659,2.091,1.767,262.083,0.338,13.212,27.375,0.0,45.0,4,29
仁武,42.167,45.0,1.933,0.317,23.083,21.779,24.292,13.792,12.121,14.567,2.404,2.167,196.25,0.246,13.05,23.75,1.0,71.0,4,30
仁武,50.708,71.0,1.8,0.328,46.3,46.975,19.167,10.75,14.408,15.542,1.096,2.475,234.917,0.275,10.729,18.333,20.0,100.0,5,1
仁武,61.042,100.0,1.363,0.353,41.204,38.354,32.042,16.75,14.596,16.8,2.167,1.933,304.5,0.313,15.808,29.292,0.0,80.0,5,2
仁武,67.625,80.0,1.771,0.382,42.862,43.692,43.625,20.833,13.133,14.608,1.425,1.908,281.0,0.325,20.588,43.208,0.0,101.0,5,3
仁武,71.875,101.0,1.417,0.388,42.967,43.646,45.25,20.708,12.242,13.446,1.154,1.654,270.042,0.342,21.079,45.0,0.0,32.0,5,4
仁武,37.5,32.0,0.946,0.248,21.821,24.258,23.833,10.292,7.004,7.896,0.846,2.05,195.917,0.221,11.625,26.542,0.0,37.0,5,5
仁武,31.792,37.0,0.925,0.26,24.55,23.254,23.417,10.375,11.642,14.713,3.029,2.233,289.208,0.188,9.392,21.375,0.0,84.0,5,6
仁武,70.0,84.0,1.686,0.334,43.709,40.746,38.304,22.739,11.252,12.635,1.343,2.212,272.667,0.267,22.079,36.208,0.0,126.0,5,7
仁武,89.708,126.0,1.925,0.465,50.496,49.717,52.083,27.458,15.129,16.025,0.879,1.8,275.375,0.396,26.967,51.542,0.0,136.0,5,8
仁武,83.417,136.0,1.642,0.357,63.675,63.617,45.125,22.333,9.525,10.175,0.621,2.163,254.417,0.321,21.279,41.458,0.0,115.0,5,9
仁武,82.75,115.0,1.538,0.353,49.104,50.8,53.875,22.292,14.104,15.792,1.629,1.708,232.708,0.308,23.354,55.75,0.0,77.0,5,10
仁武,62.458,77.0,1.488,0.275,49.158,49.45,38.292,18.083,9.946,11.396,1.408,1.904,282.167,0.212,18.492,39.667,0.0,55.0,5,11
仁武,55.292,55.0,1.675,0.307,40.638,41.962,32.708,17.292,9.108,9.871,0.725,1.425,202.292,0.263,17.538,32.708,0.0,87.0,5,12
仁武,66.727,87.0,1.057,0.39,41.305,40.791,46.4,21.95,13.538,15.11,1.519,2.55,334.136,0.305,21.327,40.591,0.0,67.0,5,13
仁武,66.5,67.0,1.804,0.371,36.704,34.538,38.958,21.75,17.192,19.012,1.758,1.7,208.5,0.296,21.738,41.917,0.0,100.0,5,14
仁武,78.625,100.0,1.887,0.374,46.142,46.496,43.0,23.208,15.05,16.962,1.875,1.854,243.333,0.333,23.492,42.667,0.0,156.0,5,15
仁武,97.917,156.0,1.9,0.334,60.562,56.6,48.792,23.292,14.017,15.238,1.192,1.925,226.917,0.304,23.075,45.25,0.0,108.0,5,16
仁武,85.0,108.0,1.983,0.305,57.421,61.892,53.25,21.708,14.3,15.362,1.021,2.021,286.167,0.258,21.738,53.542,0.0,159.0,5,17
仁武,93.75,159.0,1.6,0.343,56.383,55.592,51.625,26.917,14.037,14.837,0.762,1.988,268.583,0.3,25.708,51.167,0.0,80.0,5,18
仁武,78.167,80.0,1.608,0.322,50.654,51.571,42.75,24.167,9.879,10.621,0.704,1.65,217.958,0.263,24.458,43.042,0.0,101.0,5,19
仁武,94.167,101.0,1.617,0.464,44.974,45.55,57.087,36.043,19.696,20.835,1.078,1.067,164.0,0.392,32.9,52.958,0.5,51.0,5,20
仁武,64.833,51.0,1.429,0.311,27.646,31.229,24.391,16.583,11.954,14.642,2.654,1.196,171.917,0.288,21.646,32.042,3.0,54.0,5,21
仁武,50.333,54.0,1.342,0.292,25.679,25.333,29.478,16.583,13.933,16.125,2.138,1.396,236.625,0.25,15.767,27.167,0.0,52.0,5,22
仁武,52.625,52.0,1.062,0.29,23.48,21.547,25.542,16.458,11.296,12.779,1.438,1.583,221.625,0.233,16.5,26.625,0.0,59.0,5,23
仁武,58.75,59.0,1.533,0.358,32.492,33.35,27.292,19.042,12.812,14.246,1.396,1.567,209.042,0.288,18.696,26.833,7.0,64.0,5,24
仁武,53.542,64.0,1.567,0.297,33.208,32.492,25.75,15.708,12.842,14.15,1.267,1.517,222.0,0.279,16.108,24.833,0.0,47.0,5,25
仁武,50.75,47.0,1.271,0.315,18.846,22.637,26.167,15.083,11.892,13.367,1.429,1.042,203.917,0.279,15.913,26.958,7.5,28.0,5,26
仁武,29.667,28.0,1.94,0.239,9.77,7.774,18.87,8.87,10.261,13.287,2.974,1.296,121.542,0.204,9.05,18.583,0.5,38.0,5,27
仁武,26.0,38.0,0.676,0.265,13.725,11.604,11.583,7.417,13.3,16.1,2.767,1.571,163.042,0.2,7.233,12.0,104.5,80.0,5,28
仁武,45.917,80.0,0.31,0.303,40.2,39.196,19.25,13.25,11.267,13.267,1.946,1.808,282.958,0.238,12.55,16.958,4.0,32.0,5,29
仁武,39.042,32.0,0.71,0.274,29.708,31.567,15.917,10.167,8.175,9.95,1.721,2.138,151.542,0.263,11.062,17.25,9.5,29.0,5,30
仁武,22.375,29.0,1.196,0.174,22.058,24.408,8.375,3.917,6.617,7.638,1.0,1.867,171.042,0.113,4.2,8.0,0.5,27.0,5,31
仁武,20.208,27.0,0.692,0.196,15.25,15.217,15.042,6.5,6.975,8.967,1.942,1.783,171.417,0.133,5.746,13.833,0.0,33.0,6,1
仁武,27.375,33.0,0.288,0.189,22.233,18.35,11.792,6.833,6.362,7.554,1.162,1.8,191.167,0.146,7.408,12.042,77.5,93.0,6,2
仁武,48.875,93.0,1.068,0.345,47.535,46.471,22.087,11.609,11.143,12.361,1.17,2.408,312.875,0.279,9.537,17.167,15.5,61.0,6,3
仁武,59.292,61.0,1.387,0.305,41.383,42.742,32.708,16.958,13.583,14.9,1.271,1.758,243.292,0.267,18.375,35.917,10.0,93.0,6,4
仁武,48.208,93.0,1.542,0.361,42.696,42.238,22.958,14.208,14.904,16.683,1.721,1.221,208.875,0.279,12.096,18.917,1.0,44.0,6,5
仁武,49.708,44.0,1.379,0.309,26.067,30.012,22.792,13.75,10.646,12.458,1.758,1.4,161.958,0.296,15.467,25.5,0.0,46.0,6,6
仁武,43.75,46.0,1.288,0.255,29.975,26.954,22.708,13.208,10.642,12.838,2.142,1.708,231.875,0.213,13.112,21.708,0.0,41.0,6,7
仁武,38.208,41.0,0.829,0.244,31.233,32.292,18.958,11.792,8.371,9.079,0.679,1.637,242.875,0.183,11.688,18.708,0.0,30.0,6,8
仁武,34.167,30.0,0.867,0.188,22.904,23.742,15.083,9.417,5.167,6.692,1.483,1.65,195.958,0.163,10.167,16.083,0.0,24.0,6,9
仁武,22.25,24.0,1.4,0.143,19.7,20.233,8.25,6.0,5.304,6.908,1.542,1.658,169.458,0.1,6.025,8.0,13.0,25.0,6,10
仁武,23.375,25.0,1.104,0.36,14.867,15.946,12.042,7.458,9.325,11.467,2.096,1.621,150.958,0.254,7.162,10.583,37.0,27.0,6,11
仁武,25.792,27.0,1.504,0.302,17.243,17.188,14.0,8.261,8.735,10.57,1.791,1.108,132.292,0.276,7.938,12.833,14.0,32.0,6,12
仁武,28.792,32.0,0.8,0.206,17.158,16.788,15.125,9.167,9.525,11.538,1.975,1.375,127.25,0.158,8.846,15.333,28.0,35.0,6,13
仁武,34.083,35.0,0.746,0.223,19.008,19.204,18.333,10.917,6.346,8.463,2.062,2.038,158.875,0.179,10.508,16.875,1.0,32.0,6,14
仁武,34.167,32.0,1.804,0.179,17.604,17.817,18.917,9.958,5.812,7.737,1.875,1.775,159.917,0.129,10.542,18.5,0.0,30.0,6,15
仁武,30.833,30.0,1.633,0.191,16.775,16.554,16.292,9.208,7.146,9.25,2.038,1.929,167.417,0.15,9.446,16.5,0.0,35.0,6,16
仁武,34.25,35.0,1.208,0.202,17.808,17.688,16.625,10.958,8.617,10.404,1.75,2.133,160.792,0.138,10.521,15.833,0.0,25.0,6,17
仁武,28.208,25.0,0.963,0.17,17.704,17.517,11.542,7.875,6.467,8.417,1.9,1.892,179.875,0.146,8.533,12.333,0.0,22.0,6,18
仁武,20.417,22.0,1.971,0.153,18.967,18.85,10.208,6.667,6.754,8.638,1.854,2.142,168.208,0.121,6.25,9.458,0.0,25.0,6,19
仁武,24.917,25.0,1.532,0.192,14.856,15.779,12.636,7.609,7.033,10.19,3.119,2.352,151.435,0.15,7.667,11.958,0.0,22.0,6,20
仁武,21.25,22.0,1.164,0.171,13.326,13.523,12.875,6.625,7.338,9.9,2.5,2.492,166.125,0.133,6.533,12.25,0.0,22.0,6,21
