datacreationdate,sitename,aqi_2,calc_AQI,abs_diff
2024-10-29,汐止,41.875,29.001,12.873999999999999
2024-10-30,汐止,36.667,36.89,0.22299999999999898
2024-10-31,汐止,29.625,23.986,5.638999999999999
2024-11-01,汐止,34.875,15.64,19.235
2024-11-02,汐止,29.208,26.135,3.072999999999997
2024-11-03,汐止,53.417,35.492,17.925000000000004
2024-11-04,汐止,41.375,46.833,5.457999999999998
2024-11-05,汐止,42.708,30.932,11.776
2024-11-06,汐止,39.667,45.28,5.6129999999999995
2024-11-07,汐止,32.125,36.456,4.331000000000003
2024-11-08,汐止,29.667,35.952,6.284999999999997
2024-11-09,汐止,24.792,30.318,5.526
2024-11-10,汐止,26.75,26.257,0.49299999999999855
2024-11-11,汐止,27.958,26.448,1.509999999999998
2024-11-12,汐止,29.833,22.945,6.887999999999998
2024-11-13,汐止,28.667,22.149,6.518000000000001
2024-11-14,汐止,18.583,19.871,1.2880000000000003
2024-11-15,汐止,51.25,17.799,33.451
2024-11-16,汐止,21.292,33.533,12.241
2024-11-17,汐止,27.958,23.291,4.666999999999998
2024-11-18,汐止,34.25,28.62,5.629999999999999
2024-11-19,汐止,32.333,29.56,2.7729999999999997
2024-11-20,汐止,31.458,26.634,4.823999999999998
2024-11-21,汐止,33.0,23.906,9.094000000000001
2024-11-22,汐止,36.458,22.543,13.915
2024-11-23,汐止,48.083,30.3,17.782999999999998
2024-11-24,汐止,31.917,36.283,4.366
2024-11-25,汐止,37.792,26.066,11.726000000000003
2024-11-26,汐止,40.917,41.831,0.9140000000000015
2024-11-27,汐止,46.083,30.985,15.097999999999999
2024-11-28,汐止,45.917,43.12,2.797000000000004
2024-11-29,汐止,48.708,40.517,8.190999999999995
2024-10-16,沙鹿,52.917,53.093,0.17600000000000193
2024-10-17,沙鹿,60.583,36.239,24.344
2024-10-18,沙鹿,77.875,56.523,21.351999999999997
2024-10-19,沙鹿,60.167,53.181,6.986000000000004
2024-10-20,沙鹿,36.625,43.393,6.768000000000001
2024-10-21,沙鹿,35.292,35.643,0.3509999999999991
2024-10-22,沙鹿,39.042,40.885,1.8429999999999964
2024-10-23,沙鹿,49.208,28.565,20.642999999999997
2024-10-24,沙鹿,40.917,33.265,7.652000000000001
2024-10-25,沙鹿,35.792,21.744,14.048000000000002
2024-10-26,沙鹿,60.5,27.936,32.564
2024-10-27,沙鹿,52.75,43.446,9.304000000000002
2024-10-28,沙鹿,32.125,39.95,7.825000000000003
2024-10-29,沙鹿,42.083,30.34,11.742999999999999
2024-10-30,沙鹿,41.75,36.443,5.307000000000002
2024-10-31,沙鹿,30.25,25.378,4.872
2024-11-01,沙鹿,34.125,14.05,20.075
2024-11-02,沙鹿,31.167,26.572,4.595000000000002
2024-11-03,沙鹿,48.25,26.228,22.022
2024-11-04,沙鹿,44.958,41.687,3.271000000000001
2024-11-05,沙鹿,41.792,36.718,5.073999999999998
2024-11-06,沙鹿,43.083,37.741,5.341999999999999
2024-11-07,沙鹿,40.208,27.669,12.538999999999998
2024-11-08,沙鹿,35.167,28.934,6.2330000000000005
2024-11-09,沙鹿,29.667,26.479,3.1880000000000024
2024-11-10,沙鹿,28.125,21.145,6.98
2024-11-11,沙鹿,29.875,21.932,7.943000000000001
2024-11-12,沙鹿,27.75,28.354,0.6039999999999992
2024-11-13,沙鹿,50.917,29.978,20.939
2024-11-14,沙鹿,98.0,60.68,37.32
2024-11-15,沙鹿,82.5,63.151,19.348999999999997
2024-11-16,沙鹿,36.5,53.19,16.689999999999998
2024-11-17,沙鹿,25.458,29.777,4.319000000000003
2024-11-18,沙鹿,34.167,22.971,11.196000000000002
2024-11-19,沙鹿,29.125,27.527,1.597999999999999
2024-11-20,沙鹿,29.167,23.576,5.591000000000001
2024-11-21,沙鹿,30.833,21.889,8.943999999999999
2024-11-22,沙鹿,34.208,18.942,15.265999999999998
2024-11-23,沙鹿,47.125,22.198,24.927
2024-11-24,沙鹿,34.417,39.259,4.841999999999999
2024-11-25,沙鹿,57.208,29.805,27.403
2024-11-26,沙鹿,30.917,32.867,1.9499999999999957
2024-11-27,沙鹿,41.875,24.422,17.453
2024-11-28,沙鹿,36.125,17.471,18.654
2024-11-29,沙鹿,42.667,24.677,17.990000000000002
2024-10-21,淡水,35.667,31.711,3.956000000000003
2024-10-22,淡水,38.125,28.976,9.149000000000001
2024-10-23,淡水,40.958,26.44,14.517999999999997
2024-10-24,淡水,41.375,26.05,15.325
2024-10-25,淡水,32.625,25.907,6.718
2024-10-26,淡水,35.875,24.136,11.739
2024-10-27,淡水,27.667,24.2,3.4670000000000023
2024-10-28,淡水,38.125,24.632,13.492999999999999
2024-10-29,淡水,44.667,24.694,19.973000000000003
2024-10-30,淡水,42.125,25.22,16.905
2024-10-31,淡水,27.75,26.21,1.5399999999999991
2024-11-07,淡水,39.833,26.253,13.579999999999998
2024-11-08,淡水,39.5,26.057,13.443000000000001
2024-11-09,淡水,30.583,24.885,5.697999999999997
2024-11-10,淡水,29.75,21.522,8.228000000000002
2024-11-11,淡水,29.333,19.953,9.379999999999999
2024-11-12,淡水,32.0,18.998,13.001999999999999
2024-11-13,淡水,31.375,17.997,13.378
2024-11-14,淡水,19.542,16.349,3.1930000000000014
2024-11-15,淡水,83.458,15.194,68.264
2024-11-16,淡水,42.417,18.64,23.777
2024-11-17,淡水,29.667,22.028,7.639000000000003
2024-11-18,淡水,37.042,23.361,13.681000000000001
2024-11-19,淡水,31.583,23.653,7.93
2024-11-20,淡水,33.333,23.578,9.754999999999999
2024-11-21,淡水,35.208,23.286,11.921999999999997
2024-11-22,淡水,36.667,23.066,13.601000000000003
2024-11-23,淡水,45.417,22.094,23.323
2024-11-24,淡水,36.792,22.889,13.903000000000002
2024-11-25,淡水,36.583,24.588,11.994999999999997
2024-11-26,淡水,30.5,26.234,4.265999999999998
2024-11-27,淡水,41.125,27.26,13.864999999999998
2024-11-28,淡水,38.875,28.789,10.085999999999999
2024-11-29,淡水,45.458,30.783,14.674999999999997
2024-10-16,湖口,27.583,37.608,10.024999999999999
2024-10-17,湖口,37.083,24.208,12.875
2024-10-18,湖口,46.333,28.424,17.909
2024-10-19,湖口,49.5,43.099,6.401000000000003
2024-10-20,湖口,36.958,34.843,2.114999999999995
2024-10-21,湖口,34.0,26.009,7.991
2024-10-22,湖口,34.917,22.704,12.213000000000001
2024-10-23,湖口,41.75,23.759,17.991
2024-10-24,湖口,39.125,21.199,17.926
2024-10-25,湖口,36.333,17.655,18.677999999999997
2024-10-26,湖口,58.875,21.511,37.364000000000004
2024-10-27,湖口,51.25,56.36,5.109999999999999
2024-10-28,湖口,35.875,40.235,4.359999999999999
2024-10-29,湖口,44.542,31.229,13.313000000000002
2024-10-30,湖口,40.083,32.762,7.320999999999998
2024-10-31,湖口,31.083,26.135,4.947999999999997
2024-11-01,湖口,24.75,15.067,9.683
2024-11-02,湖口,27.458,27.519,0.06099999999999994
2024-11-03,湖口,51.125,37.166,13.959000000000003
2024-11-04,湖口,38.667,45.205,6.537999999999997
2024-11-05,湖口,43.333,33.042,10.290999999999997
2024-11-06,湖口,41.208,34.63,6.577999999999996
2024-11-07,湖口,37.708,26.037,11.671
2024-11-08,湖口,37.25,20.132,17.118
2024-11-09,湖口,33.083,20.962,12.120999999999999
2024-11-10,湖口,30.708,20.556,10.151999999999997
2024-11-11,湖口,30.708,25.163,5.544999999999998
2024-11-12,湖口,28.458,21.69,6.767999999999997
2024-11-13,湖口,27.708,17.0,10.707999999999998
2024-11-14,湖口,69.75,25.783,43.967
2024-11-15,湖口,97.958,59.292,38.666
2024-11-16,湖口,42.583,62.956,20.373000000000005
2024-11-17,湖口,28.625,36.974,8.348999999999997
2024-11-18,湖口,35.167,27.97,7.197000000000003
2024-11-19,湖口,31.417,24.951,6.466000000000001
2024-11-20,湖口,33.708,19.668,14.04
2024-11-21,湖口,33.125,21.409,11.716000000000001
2024-11-22,湖口,33.208,19.439,13.768999999999998
2024-11-23,湖口,42.875,22.348,20.527
2024-11-24,湖口,36.5,27.377,9.123000000000001
2024-11-25,湖口,41.958,20.133,21.825
2024-11-26,湖口,28.708,46.373,17.665
2024-11-27,湖口,40.208,36.213,3.9949999999999974
2024-11-28,湖口,40.708,40.413,0.2950000000000017
2024-11-29,湖口,47.75,31.723,16.027
2024-10-16,潮州,73.208,65.562,7.646000000000001
2024-10-17,潮州,54.25,59.983,5.732999999999997
2024-10-18,潮州,56.875,55.041,1.8340000000000032
2024-10-19,潮州,93.458,53.343,40.114999999999995
2024-10-20,潮州,96.083,71.169,24.914
2024-10-21,潮州,71.542,66.602,4.939999999999998
2024-10-22,潮州,73.042,65.334,7.707999999999998
2024-10-23,潮州,101.667,69.291,32.376000000000005
2024-10-24,潮州,66.167,78.159,11.992000000000004
2024-10-25,潮州,55.583,59.374,3.791000000000004
2024-10-26,潮州,58.958,68.282,9.323999999999998
2024-10-27,潮州,23.667,56.041,32.373999999999995
2024-10-28,潮州,25.042,33.135,8.092999999999996
2024-10-29,潮州,39.833,33.674,6.158999999999999
2024-10-30,潮州,75.25,55.985,19.265
2024-10-31,潮州,38.458,71.378,32.92
2024-11-01,潮州,43.917,24.205,19.712000000000003
2024-11-02,潮州,53.708,55.473,1.7650000000000006
2024-11-03,潮州,67.083,51.337,15.745999999999995
2024-11-04,潮州,61.75,59.875,1.875
2024-11-05,潮州,61.708,52.899,8.808999999999997
2024-11-06,潮州,75.458,58.352,17.106
2024-11-07,潮州,73.125,63.556,9.569000000000003
2024-11-08,潮州,97.75,67.726,30.024
2024-11-09,潮州,108.208,81.916,26.292
2024-11-10,潮州,90.208,72.968,17.239999999999995
2024-11-11,潮州,86.917,66.127,20.790000000000006
2024-11-12,潮州,82.708,68.465,14.242999999999995
2024-11-13,潮州,65.25,54.928,10.322000000000003
2024-11-14,潮州,64.833,69.713,4.8799999999999955
2024-11-15,潮州,70.25,57.78,12.469999999999999
2024-11-16,潮州,20.208,48.853,28.645000000000003
2024-11-17,潮州,35.792,30.572,5.220000000000002
2024-11-18,潮州,50.042,45.794,4.248000000000005
2024-11-19,潮州,56.5,54.422,2.078000000000003
2024-11-20,潮州,61.917,64.901,2.9839999999999947
2024-11-21,潮州,107.292,72.691,34.601
2024-11-22,潮州,80.042,84.098,4.055999999999997
2024-11-23,潮州,92.833,72.75,20.083
2024-11-24,潮州,90.958,83.454,7.504000000000005
2024-11-25,潮州,72.625,73.522,0.8970000000000056
2024-11-26,潮州,59.25,66.209,6.959000000000003
2024-11-27,潮州,72.792,59.099,13.693000000000005
2024-11-28,潮州,84.625,79.035,5.590000000000003
2024-11-29,潮州,77.833,78.394,0.561000000000007
2024-10-16,竹山,85.208,60.234,24.973999999999997
2024-10-17,竹山,88.708,65.244,23.464
2024-10-18,竹山,96.208,66.837,29.370999999999995
2024-10-19,竹山,59.583,71.978,12.394999999999996
2024-10-20,竹山,61.292,54.455,6.837000000000003
2024-10-21,竹山,54.25,54.83,0.5799999999999983
2024-10-22,竹山,57.333,56.612,0.7209999999999965
2024-10-23,竹山,37.958,52.915,14.957
2024-10-24,竹山,32.667,49.201,16.534
2024-10-25,竹山,33.458,52.056,18.598
2024-10-26,竹山,61.375,30.854,30.521
2024-10-27,竹山,64.917,51.458,13.459000000000003
2024-10-28,竹山,53.208,53.773,0.5650000000000048
2024-10-29,竹山,35.917,43.099,7.181999999999995
2024-10-30,竹山,41.917,55.292,13.375
2024-10-31,竹山,18.167,52.769,34.602
2024-11-01,竹山,33.083,19.283,13.799999999999997
2024-11-02,竹山,58.708,39.049,19.659
2024-11-03,竹山,61.25,58.726,2.524000000000001
2024-11-04,竹山,79.208,58.705,20.503
2024-11-05,竹山,49.875,65.656,15.781000000000006
2024-11-06,竹山,41.167,49.455,8.287999999999997
2024-11-07,竹山,39.458,53.75,14.292000000000002
2024-11-08,竹山,41.25,49.933,8.683
2024-11-09,竹山,50.458,44.657,5.801000000000002
2024-11-10,竹山,54.042,49.004,5.038000000000004
2024-11-11,竹山,50.167,42.91,7.257000000000005
2024-11-12,竹山,63.792,48.337,15.454999999999998
2024-11-13,竹山,64.5,53.31,11.189999999999998
2024-11-14,竹山,92.833,63.306,29.527
2024-11-15,竹山,115.667,70.979,44.688
2024-11-16,竹山,71.583,72.176,0.5930000000000035
2024-11-17,竹山,36.25,51.51,15.259999999999998
2024-11-18,竹山,32.917,45.28,12.363
2024-11-19,竹山,36.958,43.204,6.246000000000002
2024-11-20,竹山,44.667,44.653,0.014000000000002899
2024-11-21,竹山,39.167,53.143,13.975999999999999
2024-11-22,竹山,34.167,51.676,17.509
2024-11-23,竹山,60.292,54.632,5.660000000000004
2024-11-24,竹山,79.0,65.734,13.266000000000005
2024-11-25,竹山,78.333,71.98,6.352999999999994
2024-11-26,竹山,52.792,69.015,16.223
2024-11-27,竹山,49.417,57.078,7.661000000000001
2024-11-28,竹山,53.417,65.197,11.780000000000001
2024-11-29,竹山,63.917,64.025,0.10800000000000409
2024-10-16,竹東,25.25,38.106,12.856000000000002
2024-10-17,竹東,26.542,24.536,2.0060000000000002
2024-10-18,竹東,48.375,34.335,14.04
2024-10-19,竹東,40.583,42.671,2.088000000000001
2024-10-20,竹東,36.708,32.596,4.112000000000002
2024-10-21,竹東,29.0,19.133,9.867
2024-10-22,竹東,26.167,27.77,1.602999999999998
2024-10-23,竹東,37.375,15.726,21.649
2024-10-24,竹東,40.208,12.561,27.647
2024-10-25,竹東,34.583,10.367,24.215999999999998
2024-10-26,竹東,50.042,15.589,34.453
2024-10-27,竹東,57.083,45.291,11.792000000000002
2024-10-28,竹東,32.833,41.712,8.879000000000005
2024-10-29,竹東,43.25,21.57,21.68
2024-10-30,竹東,42.75,17.017,25.733
2024-10-31,竹東,27.5,12.322,15.178
2024-11-01,竹東,21.0,7.134,13.866
2024-11-02,竹東,25.625,16.507,9.117999999999999
2024-11-03,竹東,39.958,21.222,18.735999999999997
2024-11-04,竹東,34.0,42.8,8.799999999999997
2024-11-05,竹東,44.708,20.173,24.535
2024-11-06,竹東,43.833,16.873,26.959999999999997
2024-11-07,竹東,40.083,12.564,27.519
2024-11-08,竹東,37.667,12.985,24.682000000000002
2024-11-09,竹東,28.833,15.405,13.427999999999999
2024-11-10,竹東,23.042,14.299,8.743000000000002
2024-11-11,竹東,29.417,16.772,12.645000000000003
2024-11-12,竹東,23.958,16.109,7.848999999999997
2024-11-13,竹東,22.958,16.113,6.844999999999999
2024-11-14,竹東,59.417,29.224,30.193
2024-11-15,竹東,84.208,63.534,20.674
2024-11-16,竹東,53.375,64.714,11.338999999999999
2024-11-17,竹東,26.458,31.372,4.9140000000000015
2024-11-18,竹東,37.333,21.347,15.985999999999997
2024-11-19,竹東,33.083,14.426,18.656999999999996
2024-11-20,竹東,31.958,19.96,11.997999999999998
2024-11-21,竹東,35.042,17.43,17.612000000000002
2024-11-22,竹東,36.792,8.699,28.093000000000004
2024-11-23,竹東,43.667,15.898,27.769000000000002
2024-11-24,竹東,34.625,22.028,12.597000000000001
2024-11-25,竹東,34.25,22.397,11.853000000000002
2024-11-26,竹東,34.625,40.276,5.651000000000003
2024-11-27,竹東,41.0,27.431,13.568999999999999
2024-11-28,竹東,31.333,48.581,17.248000000000005
2024-11-29,竹東,35.333,42.473,7.140000000000001
2024-10-16,美濃,59.875,43.611,16.264000000000003
2024-10-17,美濃,52.375,52.302,0.0730000000000004
2024-10-18,美濃,50.292,53.254,2.961999999999996
2024-10-19,美濃,59.333,51.788,7.545000000000002
2024-10-20,美濃,81.75,57.357,24.393
2024-10-21,美濃,55.667,63.928,8.260999999999996
2024-10-22,美濃,52.208,60.591,8.383000000000003
2024-10-23,美濃,55.958,59.112,3.1540000000000035
2024-10-24,美濃,43.125,56.789,13.664000000000001
2024-10-25,美濃,32.375,46.741,14.366
2024-10-26,美濃,44.292,46.584,2.2920000000000016
2024-10-27,美濃,28.0,34.684,6.6839999999999975
2024-10-28,美濃,28.708,29.448,0.740000000000002
2024-10-29,美濃,29.125,33.034,3.908999999999999
2024-10-30,美濃,46.458,45.963,0.49499999999999744
2024-10-31,美濃,28.167,55.177,27.009999999999998
2024-11-01,美濃,36.792,17.143,19.649
2024-11-02,美濃,31.708,41.159,9.451
2024-11-03,美濃,52.917,38.06,14.857
2024-11-04,美濃,61.25,54.164,7.0859999999999985
2024-11-05,美濃,55.0,57.815,2.8149999999999977
2024-11-06,美濃,61.625,55.744,5.881
2024-11-07,美濃,50.0,59.523,9.523000000000003
2024-11-08,美濃,47.417,56.155,8.738
2024-11-09,美濃,50.0,47.849,2.1510000000000034
2024-11-10,美濃,65.125,54.911,10.213999999999999
2024-11-11,美濃,69.333,57.334,11.998999999999995
2024-11-12,美濃,49.25,62.978,13.728000000000002
2024-11-13,美濃,27.917,24.155,3.7620000000000005
2024-11-14,美濃,54.958,54.154,0.8039999999999949
2024-11-15,美濃,49.083,46.337,2.745999999999995
2024-11-16,美濃,30.458,45.962,15.504000000000005
2024-11-17,美濃,28.708,21.861,6.846999999999998
2024-11-18,美濃,37.125,45.742,8.616999999999997
2024-11-19,美濃,35.542,40.64,5.097999999999999
2024-11-20,美濃,44.792,53.605,8.812999999999995
2024-11-21,美濃,48.292,61.732,13.439999999999998
2024-11-22,美濃,47.125,56.488,9.363
2024-11-23,美濃,66.792,64.31,2.4819999999999993
2024-11-24,美濃,72.833,65.866,6.966999999999999
2024-11-25,美濃,59.25,66.78,7.530000000000001
2024-11-26,美濃,43.458,58.73,15.271999999999998
2024-11-27,美濃,51.458,59.997,8.539000000000001
2024-11-28,美濃,60.667,65.066,4.399000000000001
2024-11-29,美濃,59.417,65.995,6.578000000000003
2024-10-16,臺南,62.25,59.081,3.168999999999997
2024-10-17,臺南,70.208,62.199,8.009
2024-10-18,臺南,60.5,64.031,3.531000000000006
2024-10-19,臺南,77.792,60.485,17.307000000000002
2024-10-20,臺南,67.208,57.605,9.603000000000002
2024-10-21,臺南,53.5,60.812,7.311999999999998
2024-10-22,臺南,55.292,62.008,6.716000000000001
2024-10-23,臺南,61.25,59.196,2.054000000000002
2024-10-24,臺南,49.375,72.827,23.451999999999998
2024-10-25,臺南,35.25,54.512,19.262
2024-10-26,臺南,49.0,35.13,13.869999999999997
2024-10-27,臺南,52.208,48.255,3.952999999999996
2024-10-28,臺南,27.583,47.494,19.911
2024-10-29,臺南,43.958,38.386,5.571999999999996
2024-10-30,臺南,48.458,58.286,9.828000000000003
2024-10-31,臺南,44.375,58.384,14.009
2024-11-01,臺南,61.625,37.287,24.338
2024-11-02,臺南,58.25,69.427,11.177000000000007
2024-11-03,臺南,67.75,59.459,8.290999999999997
2024-11-04,臺南,78.875,64.934,13.941000000000003
2024-11-05,臺南,56.167,69.875,13.707999999999998
2024-11-06,臺南,54.792,59.373,4.580999999999996
2024-11-07,臺南,46.208,66.005,19.796999999999997
2024-11-08,臺南,41.417,60.688,19.271
2024-11-09,臺南,57.042,53.316,3.725999999999999
2024-11-10,臺南,63.125,61.883,1.2419999999999973
2024-11-11,臺南,59.75,58.223,1.527000000000001
2024-11-12,臺南,53.75,61.014,7.264000000000003
2024-11-13,臺南,56.417,53.943,2.4740000000000038
2024-11-14,臺南,55.958,72.871,16.912999999999997
2024-11-15,臺南,122.792,70.78,52.012
2024-11-16,臺南,49.875,68.813,18.938000000000002
2024-11-17,臺南,41.083,55.203,14.120000000000005
2024-11-18,臺南,41.625,59.812,18.186999999999998
2024-11-19,臺南,50.125,62.903,12.777999999999999
2024-11-20,臺南,51.958,63.498,11.54
2024-11-21,臺南,52.875,64.42,11.545000000000002
2024-11-22,臺南,44.125,65.747,21.622
2024-11-23,臺南,62.958,66.92,3.9620000000000033
2024-11-24,臺南,66.292,73.605,7.313000000000002
2024-11-25,臺南,59.208,71.673,12.465000000000003
2024-11-26,臺南,51.708,70.388,18.680000000000007
2024-11-27,臺南,59.917,66.404,6.486999999999995
2024-11-28,臺南,50.333,75.555,25.22200000000001
2024-11-29,臺南,57.875,74.327,16.451999999999998
2024-10-16,臺東,26.792,17.337,9.455000000000002
2024-10-17,臺東,24.167,19.86,4.307000000000002
2024-10-18,臺東,19.167,16.385,2.782
2024-10-19,臺東,15.5,14.086,1.4139999999999997
2024-10-20,臺東,43.625,16.962,26.663
2024-10-21,臺東,27.75,26.85,0.8999999999999986
2024-10-22,臺東,40.917,15.831,25.086000000000002
2024-10-23,臺東,88.375,28.79,59.585
2024-10-24,臺東,38.333,38.591,0.25800000000000267
2024-10-25,臺東,20.583,19.39,1.1929999999999978
2024-10-26,臺東,17.083,15.213,1.8699999999999992
2024-10-27,臺東,18.083,18.006,0.07699999999999818
2024-10-28,臺東,26.208,17.944,8.264
2024-10-29,臺東,34.125,23.92,10.204999999999998
2024-10-30,臺東,31.125,24.455,6.670000000000002
2024-10-31,臺東,31.25,24.82,6.43
2024-11-01,臺東,38.417,29.097,9.32
2024-11-02,臺東,28.25,24.725,3.5249999999999986
2024-11-03,臺東,37.708,23.992,13.715999999999998
2024-11-04,臺東,37.458,25.979,11.479
2024-11-05,臺東,44.0,24.24,19.76
2024-11-06,臺東,48.75,30.165,18.585
2024-11-07,臺東,44.667,28.96,15.707
2024-11-08,臺東,33.125,29.924,3.2010000000000005
2024-11-09,臺東,26.75,20.801,5.949000000000002
2024-11-10,臺東,27.625,21.693,5.931999999999999
2024-11-11,臺東,29.0,22.509,6.491
2024-11-12,臺東,20.625,24.277,3.652000000000001
2024-11-13,臺東,15.833,15.495,0.33800000000000097
2024-11-14,臺東,11.833,18.307,6.473999999999998
2024-11-15,臺東,9.0,14.301,5.301
2024-11-16,臺東,12.583,10.767,1.8160000000000007
2024-11-17,臺東,16.458,12.463,3.994999999999999
2024-11-18,臺東,31.875,18.674,13.201
2024-11-19,臺東,30.917,17.327,13.59
2024-11-20,臺東,30.083,13.824,16.259
2024-11-21,臺東,31.167,12.751,18.416000000000004
2024-11-22,臺東,34.417,14.828,19.589000000000002
2024-11-23,臺東,38.292,16.865,21.427000000000003
2024-11-24,臺東,36.042,22.617,13.425
2024-11-25,臺東,31.5,17.378,14.122
2024-11-26,臺東,28.625,19.635,8.989999999999998
2024-11-27,臺東,35.25,22.765,12.485
2024-11-28,臺東,38.583,26.381,12.201999999999998
2024-11-29,臺東,36.833,27.922,8.910999999999998
2024-10-16,花蓮,23.292,20.395,2.897000000000002
2024-10-17,花蓮,22.708,18.533,4.174999999999997
2024-10-18,花蓮,21.625,19.795,1.8299999999999983
2024-10-19,花蓮,17.542,17.382,0.16000000000000014
2024-10-20,花蓮,26.0,17.617,8.383
2024-10-21,花蓮,29.375,14.996,14.379
2024-10-22,花蓮,24.25,19.793,4.457000000000001
2024-10-23,花蓮,34.875,22.765,12.11
2024-10-24,花蓮,27.875,24.183,3.692
2024-10-25,花蓮,24.5,13.311,11.189
2024-10-26,花蓮,14.542,14.912,0.370000000000001
2024-10-27,花蓮,20.583,17.163,3.419999999999998
2024-10-28,花蓮,29.542,17.695,11.847000000000001
2024-10-29,花蓮,42.167,19.1,23.067
2024-10-30,花蓮,33.208,20.227,12.980999999999998
2024-10-31,花蓮,44.583,16.098,28.485
2024-11-01,花蓮,40.292,23.331,16.961000000000002
2024-11-02,花蓮,30.875,26.095,4.780000000000001
2024-11-03,花蓮,32.708,21.452,11.255999999999997
2024-11-04,花蓮,34.042,29.21,4.832000000000001
2024-11-05,花蓮,36.125,25.37,10.754999999999999
2024-11-06,花蓮,44.458,24.305,20.153
2024-11-07,花蓮,36.696,23.935,12.761
2024-11-08,花蓮,23.583,17.073,6.509999999999998
2024-11-09,花蓮,21.375,14.579,6.795999999999999
2024-11-10,花蓮,25.25,16.667,8.582999999999998
2024-11-11,花蓮,27.042,16.986,10.056000000000001
2024-11-12,花蓮,18.292,23.552,5.259999999999998
2024-11-13,花蓮,17.792,14.145,3.647000000000002
2024-11-14,花蓮,21.708,17.247,4.4609999999999985
2024-11-15,花蓮,18.75,18.979,0.2289999999999992
2024-11-16,花蓮,15.083,17.959,2.8759999999999994
2024-11-17,花蓮,24.0,17.65,6.350000000000001
2024-11-18,花蓮,36.417,19.297,17.12
2024-11-19,花蓮,28.583,26.833,1.75
2024-11-20,花蓮,24.625,14.804,9.821
2024-11-21,花蓮,32.125,16.866,15.259
2024-11-25,花蓮,32.458,18.676,13.782
2024-11-26,花蓮,29.417,28.083,1.3340000000000032
2024-11-27,花蓮,33.292,28.4,4.892000000000003
2024-11-28,花蓮,33.083,32.661,0.42199999999999704
2024-11-29,花蓮,39.708,36.58,3.128
2024-10-16,苗栗,30.75,42.032,11.281999999999996
2024-10-17,苗栗,36.958,29.701,7.256999999999998
2024-10-18,苗栗,59.708,41.387,18.320999999999998
2024-10-19,苗栗,51.792,45.139,6.652999999999999
2024-10-20,苗栗,36.208,40.574,4.366
2024-10-21,苗栗,32.292,27.445,4.847000000000001
2024-10-22,苗栗,25.958,34.057,8.099000000000004
2024-10-23,苗栗,44.958,27.209,17.749
2024-10-24,苗栗,39.667,25.94,13.727
2024-10-25,苗栗,33.292,17.408,15.884
2024-10-26,苗栗,53.167,30.125,23.042
2024-10-27,苗栗,46.792,48.844,2.0519999999999996
2024-10-28,苗栗,32.167,39.712,7.545000000000002
2024-10-29,苗栗,41.292,28.932,12.360000000000003
2024-10-30,苗栗,41.458,34.947,6.510999999999996
2024-10-31,苗栗,28.542,22.744,5.798000000000002
2024-11-01,苗栗,26.292,14.498,11.794000000000002
2024-11-02,苗栗,26.958,21.232,5.725999999999999
2024-11-03,苗栗,48.5,35.119,13.381
2024-11-04,苗栗,42.292,47.909,5.616999999999997
2024-11-05,苗栗,42.042,31.813,10.229000000000003
2024-11-06,苗栗,43.208,38.453,4.7549999999999955
2024-11-07,苗栗,39.75,28.397,11.353000000000002
2024-11-08,苗栗,34.5,29.163,5.337
2024-11-09,苗栗,28.625,29.629,1.0040000000000013
2024-11-10,苗栗,22.833,28.803,5.970000000000002
2024-11-11,苗栗,28.125,29.953,1.8279999999999994
2024-11-12,苗栗,17.417,30.941,13.523999999999997
2024-11-13,苗栗,32.375,29.458,2.9170000000000016
2024-11-14,苗栗,86.917,47.943,38.974000000000004
2024-11-15,苗栗,95.958,66.652,29.305999999999997
2024-11-16,苗栗,45.25,59.697,14.447000000000003
2024-11-17,苗栗,24.708,36.257,11.549
2024-11-18,苗栗,35.125,27.515,7.609999999999999
2024-11-19,苗栗,31.542,27.549,3.993000000000002
2024-11-20,苗栗,29.333,28.492,0.8409999999999975
2024-11-21,苗栗,29.542,28.553,0.9890000000000008
2024-11-22,苗栗,33.25,23.053,10.197
2024-11-23,苗栗,42.125,25.553,16.572
2024-11-24,苗栗,31.375,35.874,4.499000000000002
2024-11-25,苗栗,39.833,29.826,10.006999999999998
2024-11-26,苗栗,30.542,40.951,10.408999999999999
2024-11-27,苗栗,39.208,30.188,9.02
2024-11-28,苗栗,35.75,44.224,8.473999999999997
2024-11-29,苗栗,44.292,43.115,1.1769999999999996
2024-10-16,菜寮,26.5,25.848,0.652000000000001
2024-10-17,菜寮,34.292,25.941,8.351000000000003
2024-10-18,菜寮,48.083,27.166,20.916999999999998
2024-10-19,菜寮,27.417,46.28,18.863
2024-10-20,菜寮,36.583,21.871,14.712
2024-10-21,菜寮,34.042,26.238,7.804000000000002
2024-10-22,菜寮,34.75,26.28,8.469999999999999
2024-10-23,菜寮,36.958,26.253,10.704999999999998
2024-10-24,菜寮,35.583,27.835,7.7479999999999976
2024-10-25,菜寮,28.333,26.085,2.2479999999999976
2024-10-26,菜寮,18.625,16.391,2.2340000000000018
2024-10-27,菜寮,21.792,16.909,4.883000000000003
2024-10-28,菜寮,29.333,20.931,8.401999999999997
2024-10-29,菜寮,38.042,31.062,6.98
2024-10-30,菜寮,37.042,33.077,3.9650000000000034
