Date,Location,AQI
2018-06-19,竹山,27.0
2018-06-19,左營,27.0
2018-06-19,宜蘭,29.0
2018-06-19,松山,28.0
2018-06-19,新店,34.0
2018-06-19,三義,30.0
2018-06-19,斗六,28.0
2018-06-19,前金,27.0
2018-06-19,冬山,40.0
2018-06-19,萬華,31.0
2018-06-19,萬里,31.0
2018-06-19,西屯,22.0
2018-06-19,嘉義,28.0
2018-06-19,小港,28.0
2018-06-19,花蓮,30.0
2018-06-19,古亭,31.0
2018-06-19,桃園,30.0
2018-06-19,忠明,21.0
2018-06-19,新港,26.0
2018-06-19,美濃,19.0
2018-06-19,臺東,24.0
2018-06-19,淡水,26.0
2018-06-19,大園,31.0
2018-06-19,豐原,28.0
2018-06-19,朴子,27.0
2018-06-19,仁武,23.0
2018-06-19,馬祖,47.0
2018-06-19,林口,28.0
2018-06-19,平鎮,29.0
2018-06-19,沙鹿,26.0
2018-06-19,安南,23.0
2018-06-19,大寮,21.0
2018-06-19,金門,37.0
2018-06-19,菜寮,33.0
2018-06-19,龍潭,30.0
2018-06-19,大里,21.0
2018-06-19,臺南,22.0
2018-06-19,林園,26.0
2018-06-19,馬公,32.0
2018-06-19,汐止,33.0
2018-06-19,新竹,23.0
2018-06-19,彰化,23.0
2018-06-19,新營,22.0
2018-06-19,屏東,22.0
2018-06-20,基隆,47.0
2018-06-20,新莊,25.0
2018-06-20,湖口,27.0
2018-06-20,二林,29.0
2018-06-20,新營,19.0
2018-06-20,屏東,23.0
2018-06-20,士林,29.0
2018-06-20,板橋,28.0
2018-06-20,竹東,24.0
2018-06-20,南投,26.0
2018-06-20,善化,19.0
2018-06-20,潮州,20.0
2018-06-20,中山,36.0
2018-06-20,土城,26.0
2018-06-20,苗栗,39.0
2018-06-20,竹山,18.0
2018-06-20,楠梓,23.0
2018-06-20,恆春,26.0
2018-06-20,松山,28.0
2018-06-20,新店,29.0
2018-06-20,三義,23.0
2018-06-20,崙背,14.0
2018-06-20,左營,29.0
2018-06-20,宜蘭,31.0
2018-06-20,萬華,28.0
2018-06-20,萬里,31.0
2018-06-20,西屯,25.0
2018-06-20,斗六,25.0
2018-06-20,前金,29.0
2018-06-20,冬山,47.0
2018-06-20,古亭,25.0
2018-06-20,桃園,30.0
2018-06-20,忠明,24.0
2018-06-20,嘉義,18.0
2018-06-20,小港,28.0
2018-06-20,花蓮,30.0
2018-06-20,淡水,25.0
2018-06-20,大園,26.0
2018-06-20,豐原,21.0
2018-06-20,新港,16.0
2018-06-20,美濃,19.0
2018-06-20,臺東,24.0
2018-06-20,林口,23.0
2018-06-20,平鎮,23.0
2018-06-20,沙鹿,18.0
2018-06-20,朴子,21.0
2018-06-20,仁武,22.0
2018-06-20,馬祖,41.0
2018-06-20,菜寮,37.0
2018-06-20,龍潭,23.0
2018-06-20,大里,18.0
2018-06-20,安南,23.0
2018-06-20,大寮,25.0
2018-06-20,金門,35.0
2018-06-20,汐止,29.0
2018-06-20,新竹,23.0
2018-06-20,彰化,23.0
2018-06-20,臺南,24.0
2018-06-20,林園,23.0
2018-06-20,馬公,28.0
2018-06-21,基隆,35.0
2018-06-21,新莊,37.0
2018-06-21,湖口,31.0
2018-06-21,二林,39.0
2018-06-21,新營,52.0
2018-06-21,屏東,34.0
2018-06-21,士林,40.0
2018-06-21,板橋,36.0
2018-06-21,竹東,26.0
2018-06-21,南投,26.0
2018-06-21,善化,28.0
2018-06-21,潮州,29.0
2018-06-21,中山,31.0
2018-06-21,土城,38.0
2018-06-21,苗栗,52.0
2018-06-21,竹山,30.0
2018-06-21,楠梓,33.0
2018-06-21,恆春,31.0
2018-06-21,松山,35.0
2018-06-21,新店,38.0
2018-06-21,三義,30.0
2018-06-21,崙背,25.0
2018-06-21,左營,44.0
2018-06-21,宜蘭,41.0
2018-06-21,萬華,31.0
2018-06-21,萬里,40.0
2018-06-21,西屯,39.0
2018-06-21,斗六,31.0
2018-06-21,前金,50.0
2018-06-21,冬山,54.0
2018-06-21,古亭,33.0
2018-06-21,桃園,29.0
2018-06-21,忠明,33.0
2018-06-21,嘉義,28.0
2018-06-21,小港,33.0
2018-06-21,花蓮,34.0
2018-06-21,淡水,36.0
2018-06-21,大園,42.0
2018-06-21,豐原,35.0
2018-06-21,新港,31.0
2018-06-21,美濃,26.0
2018-06-21,臺東,29.0
2018-06-21,林口,35.0
2018-06-21,平鎮,31.0
2018-06-21,沙鹿,29.0
2018-06-21,朴子,36.0
2018-06-21,仁武,37.0
2018-06-21,馬祖,51.0
2018-06-21,菜寮,42.0
2018-06-21,龍潭,33.0
2018-06-21,大里,30.0
2018-06-21,安南,49.0
2018-06-21,大寮,42.0
2018-06-21,金門,32.0
2018-06-21,汐止,31.0
2018-06-21,新竹,34.0
2018-06-21,彰化,35.0
2018-06-21,臺南,35.0
2018-06-21,林園,41.0
2018-06-21,馬公,32.0
2018-06-22,基隆,37.0
2018-06-22,新莊,40.0
2018-06-22,湖口,44.0
2018-06-22,二林,42.0
2018-06-22,新營,58.0
2018-06-22,屏東,37.0
2018-06-22,士林,31.0
2018-06-22,板橋,39.0
2018-06-22,竹東,33.0
2018-06-22,南投,29.0
2018-06-22,善化,36.0
2018-06-22,潮州,29.0
2018-06-22,中山,38.0
2018-06-22,土城,64.0
2018-06-22,苗栗,59.0
2018-06-22,竹山,31.0
2018-06-22,楠梓,49.0
2018-06-22,恆春,26.0
2018-06-22,松山,36.0
2018-06-22,新店,42.0
2018-06-22,三義,32.0
2018-06-22,崙背,39.0
2018-06-22,左營,34.0
2018-06-22,宜蘭,33.0
2018-06-22,萬華,36.0
2018-06-22,萬里,42.0
2018-06-22,西屯,35.0
2018-06-22,斗六,35.0
2018-06-22,前金,37.0
2018-06-22,冬山,43.0
2018-06-22,古亭,39.0
2018-06-22,桃園,47.0
2018-06-22,忠明,35.0
2018-06-22,嘉義,34.0
2018-06-22,小港,55.0
2018-06-22,花蓮,27.0
2018-06-22,淡水,41.0
2018-06-22,大園,47.0
2018-06-22,豐原,46.0
2018-06-22,新港,35.0
2018-06-22,美濃,26.0
2018-06-22,臺東,33.0
2018-06-22,林口,40.0
2018-06-22,平鎮,40.0
2018-06-22,沙鹿,33.0
2018-06-22,朴子,46.0
2018-06-22,仁武,38.0
2018-06-22,馬祖,47.0
2018-06-22,菜寮,44.0
2018-06-22,龍潭,35.0
2018-06-22,大里,39.0
2018-06-22,安南,40.0
2018-06-22,大寮,34.0
2018-06-22,金門,27.0
2018-06-22,汐止,34.0
2018-06-22,新竹,40.0
2018-06-22,彰化,48.0
2018-06-22,臺南,31.0
2018-06-22,林園,33.0
2018-06-22,馬公,27.0
2018-06-23,基隆,39.0
2018-06-23,新莊,38.0
2018-06-23,湖口,35.0
2018-06-23,二林,35.0
2018-06-23,新營,63.0
2018-06-23,屏東,44.0
2018-06-23,士林,40.0
2018-06-23,板橋,33.0
2018-06-23,竹東,26.0
2018-06-23,南投,23.0
2018-06-23,善化,28.0
2018-06-23,潮州,37.0
2018-06-23,中山,35.0
2018-06-23,土城,34.0
2018-06-23,苗栗,51.0
2018-06-23,竹山,30.0
2018-06-23,楠梓,36.0
2018-06-23,恆春,23.0
2018-06-23,松山,37.0
2018-06-23,新店,36.0
2018-06-23,三義,25.0
2018-06-23,崙背,39.0
2018-06-23,左營,30.0
2018-06-23,宜蘭,33.0
2018-06-23,萬華,36.0
2018-06-23,萬里,43.0
2018-06-23,西屯,30.0
2018-06-23,斗六,29.0
2018-06-23,前金,29.0
2018-06-23,冬山,42.0
2018-06-23,古亭,33.0
2018-06-23,桃園,38.0
2018-06-23,忠明,28.0
2018-06-23,嘉義,29.0
2018-06-23,小港,28.0
2018-06-23,花蓮,24.0
2018-06-23,淡水,41.0
2018-06-23,大園,36.0
2018-06-23,豐原,27.0
2018-06-23,新港,28.0
2018-06-23,美濃,27.0
2018-06-23,臺東,34.0
2018-06-23,林口,34.0
2018-06-23,平鎮,39.0
2018-06-23,沙鹿,26.0
2018-06-23,朴子,42.0
2018-06-23,仁武,25.0
2018-06-23,馬祖,36.0
2018-06-23,菜寮,44.0
2018-06-23,龍潭,34.0
2018-06-23,大里,29.0
2018-06-23,安南,33.0
2018-06-23,大寮,28.0
2018-06-23,金門,22.0
2018-06-23,汐止,36.0
2018-06-23,新竹,37.0
2018-06-23,彰化,37.0
2018-06-23,臺南,26.0
2018-06-23,林園,30.0
2018-06-23,馬公,33.0
2018-06-24,基隆,54.0
2018-06-24,新莊,41.0
2018-06-24,湖口,29.0
2018-06-24,二林,52.0
2018-06-24,新營,62.0
2018-06-24,屏東,36.0
2018-06-24,士林,46.0
2018-06-24,板橋,38.0
2018-06-24,竹東,35.0
2018-06-24,南投,27.0
2018-06-24,善化,27.0
2018-06-24,潮州,30.0
2018-06-24,中山,34.0
2018-06-24,土城,44.0
2018-06-24,苗栗,55.0
2018-06-24,竹山,35.0
2018-06-24,楠梓,32.0
2018-06-24,恆春,28.0
2018-06-24,松山,50.0
2018-06-24,新店,44.0
2018-06-24,三義,32.0
2018-06-24,崙背,34.0
2018-06-24,左營,27.0
2018-06-24,宜蘭,37.0
2018-06-24,萬華,37.0
2018-06-24,萬里,104.0
2018-06-24,西屯,33.0
2018-06-24,斗六,33.0
2018-06-24,前金,31.0
2018-06-24,冬山,55.0
2018-06-24,古亭,33.0
2018-06-24,桃園,40.0
2018-06-24,忠明,32.0
2018-06-24,嘉義,31.0
2018-06-24,小港,27.0
2018-06-24,花蓮,23.0
2018-06-24,淡水,43.0
2018-06-24,大園,32.0
2018-06-24,豐原,36.0
2018-06-24,新港,39.0
2018-06-24,美濃,36.0
2018-06-24,臺東,31.0
2018-06-24,林口,34.0
2018-06-24,平鎮,40.0
2018-06-24,沙鹿,30.0
2018-06-24,朴子,40.0
2018-06-24,仁武,29.0
2018-06-24,馬祖,39.0
2018-06-24,菜寮,52.0
2018-06-24,龍潭,37.0
2018-06-24,大里,34.0
2018-06-24,安南,31.0
2018-06-24,大寮,33.0
2018-06-24,金門,25.0
2018-06-24,汐止,80.0
2018-06-24,新竹,35.0
2018-06-24,彰化,39.0
2018-06-24,臺南,28.0
2018-06-24,林園,29.0
2018-06-24,馬公,22.0
2018-06-25,基隆,80.0
2018-06-25,新莊,77.0
2018-06-25,湖口,46.0
2018-06-25,二林,64.0
2018-06-25,新營,61.0
2018-06-25,屏東,43.0
2018-06-25,士林,61.0
2018-06-25,板橋,80.0
2018-06-25,竹東,52.0
2018-06-25,南投,34.0
2018-06-25,善化,41.0
2018-06-25,潮州,38.0
2018-06-25,中山,45.0
2018-06-25,土城,97.0
2018-06-25,苗栗,63.0
2018-06-25,竹山,44.0
2018-06-25,楠梓,50.0
2018-06-25,恆春,27.0
2018-06-25,松山,77.0
2018-06-25,新店,122.0
2018-06-25,三義,50.0
2018-06-25,崙背,46.0
2018-06-25,左營,37.0
2018-06-25,宜蘭,33.0
2018-06-25,萬華,58.0
2018-06-25,萬里,67.0
2018-06-25,西屯,44.0
2018-06-25,斗六,47.0
2018-06-25,前金,34.0
2018-06-25,冬山,57.0
2018-06-25,古亭,87.0
2018-06-25,桃園,54.0
2018-06-25,忠明,42.0
2018-06-25,嘉義,37.0
2018-06-25,小港,31.0
2018-06-25,花蓮,27.0
2018-06-25,淡水,49.0
2018-06-25,大園,53.0
2018-06-25,豐原,46.0
2018-06-25,新港,55.0
2018-06-25,美濃,42.0
2018-06-25,臺東,37.0
2018-06-25,林口,54.0
2018-06-25,平鎮,49.0
2018-06-25,沙鹿,40.0
2018-06-25,朴子,43.0
2018-06-25,仁武,48.0
2018-06-25,馬祖,38.0
2018-06-25,菜寮,65.0
2018-06-25,龍潭,56.0
2018-06-25,大里,44.0
2018-06-25,安南,52.0
2018-06-25,大寮,42.0
2018-06-25,金門,22.0
2018-06-25,汐止,84.0
2018-06-25,新竹,50.0
2018-06-25,彰化,52.0
2018-06-25,臺南,35.0
2018-06-25,林園,30.0
2018-06-25,馬公,25.0
2018-06-26,基隆,44.0
2018-06-26,新莊,87.0
2018-06-26,湖口,44.0
2018-06-26,二林,44.0
2018-06-26,新營,48.0
2018-06-26,屏東,43.0
2018-06-26,士林,80.0
2018-06-26,板橋,100.0
2018-06-26,竹東,44.0
2018-06-26,南投,39.0
2018-06-26,善化,36.0
2018-06-26,潮州,55.0
2018-06-26,中山,54.0
2018-06-26,土城,108.0
2018-06-26,苗栗,67.0
2018-06-26,竹山,40.0
2018-06-26,楠梓,41.0
2018-06-26,恆春,17.0
2018-06-26,松山,80.0
2018-06-26,新店,108.0
2018-06-26,三義,41.0
2018-06-26,崙背,58.0
2018-06-26,左營,27.0
2018-06-26,宜蘭,29.0
2018-06-26,萬華,104.0
2018-06-26,萬里,52.0
2018-06-26,西屯,42.0
2018-06-26,斗六,38.0
2018-06-26,前金,28.0
2018-06-26,冬山,55.0
2018-06-26,古亭,126.0
2018-06-26,桃園,59.0
2018-06-26,忠明,40.0
2018-06-26,嘉義,37.0
2018-06-26,小港,32.0
2018-06-26,花蓮,20.0
2018-06-26,淡水,59.0
2018-06-26,大園,45.0
2018-06-26,豐原,41.0
2018-06-26,新港,56.0
2018-06-26,美濃,34.0
2018-06-26,臺東,30.0
2018-06-26,林口,60.0
2018-06-26,平鎮,44.0
2018-06-26,沙鹿,39.0
2018-06-26,朴子,41.0
2018-06-26,仁武,37.0
2018-06-26,馬祖,43.0
2018-06-26,菜寮,75.0
2018-06-26,龍潭,62.0
2018-06-26,大里,52.0
2018-06-26,安南,35.0
2018-06-26,大寮,51.0
2018-06-26,金門,27.0
2018-06-26,汐止,61.0
2018-06-26,新竹,49.0
2018-06-26,彰化,44.0
2018-06-26,臺南,34.0
2018-06-26,林園,42.0
2018-06-26,馬公,27.0
2018-06-27,基隆,40.0
2018-06-27,新莊,44.0
2018-06-27,湖口,37.0
2018-06-27,二林,58.0
2018-06-27,新營,41.0
2018-06-27,屏東,36.0
2018-06-27,士林,43.0
2018-06-27,板橋,40.0
2018-06-27,竹東,36.0
2018-06-27,南投,39.0
2018-06-27,善化,31.0
2018-06-27,潮州,57.0
2018-06-27,中山,42.0
2018-06-27,土城,57.0
2018-06-27,苗栗,59.0
2018-06-27,竹山,45.0
2018-06-27,楠梓,49.0
2018-06-27,恆春,22.0
2018-06-27,松山,108.0
2018-06-27,新店,122.0
2018-06-27,三義,41.0
2018-06-27,崙背,58.0
2018-06-27,左營,35.0
2018-06-27,宜蘭,22.0
2018-06-27,萬華,45.0
2018-06-27,萬里,41.0
2018-06-27,西屯,40.0
2018-06-27,斗六,44.0
2018-06-27,前金,40.0
2018-06-27,冬山,49.0
2018-06-27,古亭,90.0
2018-06-27,桃園,50.0
2018-06-27,忠明,34.0
2018-06-27,嘉義,35.0
2018-06-27,小港,42.0
2018-06-27,花蓮,19.0
2018-06-27,淡水,37.0
2018-06-27,大園,44.0
2018-06-27,豐原,41.0
2018-06-27,新港,52.0
2018-06-27,美濃,32.0
2018-06-27,臺東,19.0
2018-06-27,林口,42.0
2018-06-27,平鎮,38.0
2018-06-27,沙鹿,37.0
2018-06-27,朴子,37.0
2018-06-27,仁武,40.0
2018-06-27,馬祖,61.0
2018-06-27,菜寮,52.0
2018-06-27,龍潭,48.0
2018-06-27,大里,40.0
2018-06-27,安南,34.0
2018-06-27,大寮,54.0
2018-06-27,金門,42.0
2018-06-27,汐止,115.0
2018-06-27,新竹,48.0
2018-06-27,彰化,47.0
2018-06-27,臺南,31.0
2018-06-27,林園,52.0
2018-06-27,馬公,31.0
2018-06-28,基隆,49.0
2018-06-28,新莊,67.0
2018-06-28,湖口,44.0
2018-06-28,二林,60.0
2018-06-28,新營,49.0
2018-06-28,屏東,40.0
2018-06-28,士林,52.0
2018-06-28,板橋,61.0
2018-06-28,竹東,45.0
2018-06-28,南投,39.0
2018-06-28,善化,29.0
2018-06-28,潮州,34.0
2018-06-28,中山,44.0
2018-06-28,土城,84.0
2018-06-28,苗栗,65.0
2018-06-28,竹山,35.0
2018-06-28,楠梓,41.0
2018-06-28,恆春,20.0
2018-06-28,松山,57.0
2018-06-28,新店,84.0
2018-06-28,三義,48.0
2018-06-28,崙背,40.0
2018-06-28,左營,40.0
2018-06-28,宜蘭,31.0
2018-06-28,萬華,58.0
2018-06-28,萬里,61.0
2018-06-28,西屯,39.0
2018-06-28,斗六,32.0
2018-06-28,前金,29.0
2018-06-28,冬山,54.0
2018-06-28,古亭,71.0
2018-06-28,桃園,51.0
2018-06-28,忠明,39.0
2018-06-28,嘉義,32.0
2018-06-28,小港,23.0
2018-06-28,花蓮,20.0
2018-06-28,淡水,41.0
2018-06-28,大園,46.0
2018-06-28,豐原,49.0
2018-06-28,新港,43.0
2018-06-28,美濃,35.0
2018-06-28,臺東,21.0
2018-06-28,林口,49.0
2018-06-28,平鎮,47.0
2018-06-28,沙鹿,36.0
2018-06-28,朴子,36.0
2018-06-28,仁武,29.0
2018-06-28,馬祖,36.0
2018-06-28,菜寮,67.0
2018-06-28,龍潭,54.0
2018-06-28,大里,45.0
2018-06-28,安南,29.0
2018-06-28,大寮,35.0
2018-06-28,金門,34.0
2018-06-28,汐止,80.0
2018-06-28,新竹,47.0
2018-06-28,彰化,41.0
2018-06-28,臺南,25.0
2018-06-28,林園,26.0
2018-06-28,馬公,25.0
2018-06-29,基隆,50.0
2018-06-29,新莊,45.0
2018-06-29,湖口,32.0
2018-06-29,二林,55.0
2018-06-29,新營,33.0
2018-06-29,屏東,30.0
2018-06-29,士林,58.0
2018-06-29,板橋,43.0
2018-06-29,竹東,38.0
2018-06-29,南投,31.0
2018-06-29,善化,23.0
2018-06-29,潮州,34.0
2018-06-29,中山,40.0
2018-06-29,土城,57.0
2018-06-29,苗栗,53.0
2018-06-29,竹山,41.0
2018-06-29,楠梓,33.0
2018-06-29,恆春,21.0
2018-06-29,松山,57.0
2018-06-29,新店,45.0
2018-06-29,三義,35.0
2018-06-29,崙背,32.0
2018-06-29,左營,22.0
2018-06-29,宜蘭,37.0
2018-06-29,萬華,44.0
2018-06-29,萬里,55.0
2018-06-29,西屯,47.0
2018-06-29,斗六,32.0
2018-06-29,前金,24.0
2018-06-29,冬山,57.0
2018-06-29,古亭,36.0
2018-06-29,桃園,51.0
2018-06-29,忠明,34.0
2018-06-29,嘉義,31.0
2018-06-29,小港,28.0
2018-06-29,花蓮,20.0
2018-06-29,淡水,49.0
2018-06-29,大園,49.0
2018-06-29,豐原,41.0
2018-06-29,新港,31.0
2018-06-29,美濃,32.0
2018-06-29,臺東,24.0
2018-06-29,林口,42.0
2018-06-29,平鎮,39.0
2018-06-29,沙鹿,28.0
2018-06-29,朴子,37.0
2018-06-29,仁武,20.0
2018-06-29,馬祖,45.0
2018-06-29,菜寮,54.0
2018-06-29,龍潭,50.0
2018-06-29,大里,36.0
2018-06-29,安南,21.0
2018-06-29,大寮,30.0
2018-06-29,金門,45.0
2018-06-29,汐止,47.0
2018-06-29,新竹,36.0
2018-06-29,彰化,31.0
2018-06-29,臺南,25.0
2018-06-29,林園,25.0
2018-06-29,馬公,27.0
2018-06-30,基隆,43.0
2018-06-30,新莊,59.0
2018-06-30,湖口,47.0
2018-06-30,二林,72.0
2018-06-30,新營,37.0
2018-06-30,屏東,34.0
2018-06-30,士林,61.0
2018-06-30,板橋,49.0
2018-06-30,竹東,35.0
2018-06-30,南投,37.0
2018-06-30,善化,29.0
2018-06-30,潮州,37.0
2018-06-30,中山,66.0
2018-06-30,土城,55.0
2018-06-30,苗栗,51.0
2018-06-30,竹山,37.0
2018-06-30,楠梓,37.0
2018-06-30,恆春,31.0
2018-06-30,松山,57.0
2018-06-30,新店,58.0
2018-06-30,三義,40.0
2018-06-30,崙背,43.0
2018-06-30,左營,33.0
2018-06-30,宜蘭,48.0
2018-06-30,萬華,67.0
2018-06-30,萬里,58.0
2018-06-30,西屯,45.0
2018-06-30,斗六,38.0
2018-06-30,前金,34.0
2018-06-30,冬山,56.0
2018-06-30,古亭,54.0
2018-06-30,桃園,63.0
2018-06-30,忠明,44.0
2018-06-30,嘉義,33.0
2018-06-30,小港,32.0
2018-06-30,花蓮,36.0
2018-06-30,淡水,49.0
2018-06-30,大園,57.0
2018-06-30,豐原,40.0
2018-06-30,新港,47.0
2018-06-30,美濃,31.0
2018-06-30,臺東,31.0
2018-06-30,林口,46.0
2018-06-30,平鎮,54.0
2018-06-30,沙鹿,38.0
2018-06-30,朴子,32.0
2018-06-30,仁武,33.0
2018-06-30,馬祖,51.0
2018-06-30,菜寮,64.0
2018-06-30,龍潭,52.0
2018-06-30,大里,43.0
2018-06-30,安南,35.0
2018-06-30,大寮,34.0
2018-06-30,金門,67.0
2018-06-30,汐止,51.0
2018-06-30,新竹,40.0
2018-06-30,彰化,47.0
2018-06-30,臺南,31.0
2018-06-30,林園,38.0
2018-06-30,馬公,33.0
2018-07-01,基隆,43.0
2018-07-01,新莊,40.0
2018-07-01,湖口,38.0
2018-07-01,二林,46.0
2018-07-01,新營,43.0
2018-07-01,屏東,30.0
2018-07-01,士林,54.0
2018-07-01,板橋,37.0
2018-07-01,竹東,33.0
2018-07-01,南投,27.0
2018-07-01,善化,24.0
2018-07-01,潮州,29.0
2018-07-01,中山,44.0
2018-07-01,土城,43.0
2018-07-01,苗栗,49.0
2018-07-01,竹山,30.0
2018-07-01,楠梓,31.0
2018-07-01,恆春,28.0
2018-07-01,松山,42.0
2018-07-01,新店,43.0
2018-07-01,三義,38.0
2018-07-01,崙背,29.0
2018-07-01,左營,27.0
2018-07-01,宜蘭,47.0
2018-07-01,萬華,49.0
2018-07-01,萬里,54.0
2018-07-01,西屯,34.0
2018-07-01,斗六,31.0
2018-07-01,前金,29.0
2018-07-01,冬山,67.0
2018-07-01,古亭,40.0
2018-07-01,桃園,38.0
2018-07-01,忠明,33.0
2018-07-01,嘉義,28.0
2018-07-01,小港,27.0
2018-07-01,花蓮,44.0
2018-07-01,淡水,42.0
2018-07-01,大園,42.0
2018-07-01,豐原,35.0
2018-07-01,新港,36.0
2018-07-01,美濃,27.0
2018-07-01,臺東,36.0
2018-07-01,林口,37.0
2018-07-01,平鎮,35.0
2018-07-01,沙鹿,31.0
2018-07-01,朴子,32.0
2018-07-01,仁武,29.0
2018-07-01,馬祖,57.0
2018-07-01,菜寮,53.0
2018-07-01,龍潭,42.0
2018-07-01,大里,33.0
2018-07-01,安南,28.0
2018-07-01,大寮,34.0
2018-07-01,金門,60.0
2018-07-01,汐止,44.0
2018-07-01,新竹,41.0
2018-07-01,彰化,29.0
2018-07-01,臺南,26.0
2018-07-01,林園,29.0
2018-07-01,馬公,27.0
2018-07-02,基隆,49.0
2018-07-02,新莊,40.0
2018-07-02,湖口,32.0
2018-07-02,二林,31.0
2018-07-02,新營,23.0
2018-07-02,屏東,25.0
2018-07-02,士林,39.0
2018-07-02,板橋,36.0
2018-07-02,竹東,31.0
2018-07-02,南投,17.0
2018-07-02,善化,21.0
2018-07-02,潮州,25.0
2018-07-02,中山,33.0
2018-07-02,土城,37.0
2018-07-02,苗栗,39.0
2018-07-02,竹山,19.0
2018-07-02,楠梓,25.0
2018-07-02,恆春,30.0
2018-07-02,松山,39.0
2018-07-02,新店,37.0
2018-07-02,三義,28.0
2018-07-02,崙背,26.0
2018-07-02,左營,27.0
2018-07-02,宜蘭,45.0
2018-07-02,萬華,40.0
2018-07-02,萬里,49.0
2018-07-02,西屯,20.0
2018-07-02,斗六,23.0
2018-07-02,前金,31.0
2018-07-02,冬山,71.0
2018-07-02,古亭,35.0
2018-07-02,桃園,35.0
2018-07-02,忠明,22.0
2018-07-02,嘉義,24.0
2018-07-02,小港,25.0
2018-07-02,花蓮,25.0
2018-07-02,淡水,34.0
2018-07-02,大園,38.0
2018-07-02,豐原,29.0
2018-07-02,新港,23.0
2018-07-02,美濃,23.0
2018-07-02,臺東,30.0
2018-07-02,林口,37.0
2018-07-02,平鎮,31.0
2018-07-02,沙鹿,20.0
2018-07-02,朴子,25.0
2018-07-02,仁武,23.0
2018-07-02,馬祖,122.0
2018-07-02,菜寮,47.0
2018-07-02,龍潭,31.0
2018-07-02,大里,20.0
2018-07-02,安南,29.0
2018-07-02,大寮,25.0
2018-07-02,金門,56.0
2018-07-02,汐止,43.0
2018-07-02,新竹,32.0
2018-07-02,彰化,21.0
2018-07-02,臺南,21.0
2018-07-02,林園,27.0
2018-07-02,馬公,33.0
2018-07-03,基隆,32.0
2018-07-03,新莊,32.0
2018-07-03,湖口,35.0
2018-07-03,二林,29.0
2018-07-03,新營,54.0
2018-07-03,屏東,21.0
2018-07-03,士林,43.0
2018-07-03,板橋,31.0
2018-07-03,竹東,27.0
2018-07-03,南投,24.0
2018-07-03,善化,21.0
2018-07-03,潮州,24.0
2018-07-03,中山,42.0
2018-07-03,土城,32.0
2018-07-03,苗栗,46.0
2018-07-03,竹山,23.0
2018-07-03,楠梓,26.0
2018-07-03,恆春,28.0
2018-07-03,松山,37.0
2018-07-03,新店,30.0
2018-07-03,三義,26.0
2018-07-03,崙背,28.0
2018-07-03,左營,25.0
2018-07-03,宜蘭,40.0
2018-07-03,萬華,41.0
2018-07-03,萬里,48.0
2018-07-03,西屯,33.0
2018-07-03,斗六,40.0
2018-07-03,前金,26.0
2018-07-03,冬山,57.0
2018-07-03,古亭,28.0
2018-07-03,桃園,32.0
2018-07-03,忠明,28.0
2018-07-03,嘉義,26.0
2018-07-03,小港,24.0
2018-07-03,花蓮,30.0
2018-07-03,淡水,39.0
2018-07-03,大園,43.0
2018-07-03,豐原,28.0
2018-07-03,新港,33.0
2018-07-03,美濃,21.0
2018-07-03,臺東,26.0
2018-07-03,林口,31.0
2018-07-03,平鎮,38.0
2018-07-03,沙鹿,33.0
2018-07-03,朴子,35.0
2018-07-03,仁武,21.0
2018-07-03,馬祖,59.0
2018-07-03,菜寮,46.0
2018-07-03,龍潭,40.0
2018-07-03,大里,29.0
2018-07-03,安南,29.0
2018-07-03,大寮,33.0
2018-07-03,金門,38.0
2018-07-03,汐止,38.0
2018-07-03,新竹,28.0
2018-07-03,彰化,28.0
2018-07-03,臺南,22.0
2018-07-03,林園,33.0
2018-07-03,馬公,32.0
2018-07-04,基隆,28.0
2018-07-04,新莊,28.0
2018-07-04,湖口,27.0
2018-07-04,二林,44.0
2018-07-04,新營,32.0
2018-07-04,屏東,25.0
2018-07-04,士林,37.0
2018-07-04,板橋,28.0
2018-07-04,竹東,29.0
2018-07-04,南投,22.0
2018-07-04,善化,21.0
2018-07-04,潮州,27.0
2018-07-04,中山,41.0
2018-07-04,土城,29.0
2018-07-04,苗栗,43.0
2018-07-04,竹山,21.0
2018-07-04,楠梓,27.0
2018-07-04,恆春,26.0
2018-07-04,松山,27.0
2018-07-04,新店,25.0
2018-07-04,三義,23.0
2018-07-04,崙背,31.0
2018-07-04,左營,29.0
2018-07-04,宜蘭,35.0
2018-07-04,萬華,34.0
2018-07-04,萬里,32.0
2018-07-04,西屯,27.0
2018-07-04,斗六,25.0
2018-07-04,前金,27.0
2018-07-04,冬山,53.0
2018-07-04,古亭,24.0
2018-07-04,桃園,38.0
2018-07-04,忠明,22.0
2018-07-04,嘉義,24.0
2018-07-04,小港,29.0
2018-07-04,花蓮,38.0
2018-07-04,淡水,33.0
2018-07-04,大園,37.0
2018-07-04,豐原,39.0
2018-07-04,新港,26.0
2018-07-04,美濃,19.0
2018-07-04,臺東,42.0
2018-07-04,林口,26.0
2018-07-04,平鎮,25.0
2018-07-04,沙鹿,21.0
2018-07-04,朴子,31.0
2018-07-04,仁武,26.0
2018-07-04,馬祖,52.0
2018-07-04,菜寮,44.0
2018-07-04,龍潭,28.0
2018-07-04,大里,23.0
2018-07-04,安南,38.0
2018-07-04,大寮,36.0
2018-07-04,金門,37.0
2018-07-04,汐止,26.0
2018-07-04,新竹,25.0
