datacreationdate,sitename,aqi_2,calc_AQI
2024-10-26,菜寮,18.625,33.28
2024-10-27,菜寮,21.792,32.777
2024-10-28,菜寮,29.333,32.326
2024-10-29,菜寮,38.042,31.672
2024-10-30,菜寮,37.042,31.365
2024-10-31,菜寮,29.083,31.261
2024-11-01,菜寮,34.958,30.889
2024-11-02,菜寮,31.167,30.621
2024-11-03,菜寮,51.292,29.804
2024-11-04,菜寮,38.417,30.549
2024-11-05,菜寮,40.833,31.622
2024-11-06,菜寮,41.0,32.79
2024-11-07,菜寮,35.5,33.962
2024-11-08,菜寮,37.5,34.69
2024-11-09,菜寮,26.208,35.763
2024-11-10,菜寮,25.958,36.447
2024-11-11,菜寮,28.417,36.466
2024-11-12,菜寮,27.875,36.337
2024-11-13,菜寮,27.333,35.631
2024-11-14,菜寮,13.083,34.704
2024-11-15,菜寮,100.25,33.771
2024-11-16,菜寮,58.833,34.438
2024-11-17,菜寮,23.833,34.349
2024-11-18,菜寮,33.417,34.516
2024-11-19,菜寮,30.375,34.553
2024-11-20,菜寮,31.333,34.894
2024-11-21,菜寮,30.167,34.94
2024-11-22,菜寮,33.0,34.875
2024-11-23,菜寮,46.625,35.025
2024-11-24,菜寮,34.417,35.233
2024-11-25,菜寮,38.542,35.282
2024-11-26,菜寮,35.0,35.622
2024-11-27,菜寮,44.75,36.046
2024-11-28,菜寮,45.833,36.811
2024-11-29,菜寮,48.708,37.845
2024-10-16,萬華,24.667,29.007
2024-10-17,萬華,26.833,28.758
2024-10-18,萬華,39.458,28.037
2024-10-19,萬華,21.292,28.546
2024-10-20,萬華,34.667,29.307
2024-10-21,萬華,31.417,29.519
2024-10-22,萬華,30.75,29.176
2024-10-23,萬華,36.333,28.732
2024-10-24,萬華,32.958,29.497
2024-10-25,萬華,27.833,29.713
2024-10-26,萬華,19.625,29.802
2024-10-27,萬華,19.0,29.103
2024-10-28,萬華,29.292,28.532
2024-10-29,萬華,36.167,28.235
2024-10-30,萬華,33.542,28.493
2024-10-31,萬華,11.75,28.719
2024-11-01,萬華,9.792,28.213
2024-11-02,萬華,26.542,28.683
2024-11-03,萬華,48.583,30.006
2024-11-04,萬華,34.083,30.477
2024-11-05,萬華,39.667,30.952
2024-11-06,萬華,37.25,31.39
2024-11-07,萬華,30.958,31.825
2024-11-08,萬華,34.625,32.042
2024-11-09,萬華,24.958,32.715
2024-11-10,萬華,24.5,32.164
2024-11-11,萬華,27.083,31.825
2024-11-12,萬華,25.417,31.03
2024-11-13,萬華,26.125,30.645
2024-11-14,萬華,13.5,29.612
2024-11-15,萬華,99.167,28.278
2024-11-16,萬華,46.292,28.69
2024-11-17,萬華,20.625,30.38
2024-11-18,萬華,30.458,30.627
2024-11-19,萬華,29.417,30.633
2024-11-20,萬華,27.875,30.152
2024-11-21,萬華,30.667,29.602
2024-11-22,萬華,30.417,29.07
2024-11-23,萬華,41.208,28.516
2024-11-24,萬華,30.125,28.778
2024-11-25,萬華,36.25,29.793
2024-11-26,萬華,34.208,30.869
2024-11-27,萬華,40.083,31.739
2024-11-28,萬華,39.708,32.55
2024-11-29,萬華,45.292,33.262
2024-10-16,萬里,41.625,25.38
2024-10-17,萬里,43.833,30.077
2024-10-18,萬里,23.0,27.056
2024-10-19,萬里,28.125,21.944
2024-10-20,萬里,55.708,28.744
2024-10-21,萬里,56.333,40.637
2024-10-22,萬里,54.708,34.254
2024-10-23,萬里,75.333,46.702
2024-10-24,萬里,59.208,63.449
2024-10-25,萬里,39.583,49.902
2024-10-26,萬里,20.208,23.126
2024-10-27,萬里,25.333,26.753
2024-10-28,萬里,45.708,37.873
2024-10-29,萬里,62.417,65.331
2024-10-30,萬里,67.833,45.505
2024-10-31,萬里,54.458,51.999
2024-11-01,萬里,34.958,53.924
2024-11-02,萬里,44.667,30.749
2024-11-03,萬里,87.875,63.008
2024-11-04,萬里,48.625,53.201
2024-11-05,萬里,70.833,36.842
2024-11-06,萬里,79.458,69.581
2024-11-07,萬里,50.417,47.698
2024-11-08,萬里,46.25,52.915
2024-11-09,萬里,39.583,36.42
2024-11-10,萬里,42.125,44.478
2024-11-11,萬里,43.375,45.267
2024-11-12,萬里,39.583,46.804
2024-11-13,萬里,39.5,42.188
2024-11-14,萬里,11.292,32.024
2024-11-15,萬里,34.333,19.674
2024-11-16,萬里,22.375,39.401
2024-11-17,萬里,35.083,42.951
2024-11-18,萬里,61.125,41.366
2024-11-19,萬里,45.458,59.122
2024-11-20,萬里,43.083,40.871
2024-11-21,萬里,42.458,40.123
2024-11-22,萬里,44.917,52.888
2024-11-23,萬里,57.917,44.664
2024-11-24,萬里,44.083,55.983
2024-11-25,萬里,35.625,34.906
2024-11-26,萬里,51.792,33.496
2024-11-27,萬里,68.125,61.42
2024-11-28,萬里,39.375,41.588
2024-11-29,萬里,47.125,39.149
2024-10-16,西屯,58.167,56.178
2024-10-17,西屯,59.333,47.684
2024-10-18,西屯,73.542,61.865
2024-10-19,西屯,56.458,57.758
2024-10-20,西屯,34.625,41.905
2024-10-21,西屯,33.75,32.643
2024-10-22,西屯,41.875,39.549
2024-10-23,西屯,45.333,28.048
2024-10-24,西屯,39.042,28.91
2024-10-25,西屯,36.083,21.388
2024-10-26,西屯,58.708,35.834
2024-10-27,西屯,46.042,41.058
2024-10-28,西屯,30.542,42.513
2024-10-29,西屯,39.208,27.044
2024-10-30,西屯,40.625,34.782
2024-10-31,西屯,27.833,24.305
2024-11-01,西屯,33.917,12.042
2024-11-02,西屯,31.625,38.413
2024-11-03,西屯,37.917,32.387
2024-11-04,西屯,48.792,43.921
2024-11-05,西屯,39.292,40.006
2024-11-06,西屯,41.583,37.956
2024-11-07,西屯,37.917,25.791
2024-11-08,西屯,33.75,27.786
2024-11-09,西屯,28.417,24.2
2024-11-10,西屯,23.25,22.329
2024-11-11,西屯,28.375,16.544
2024-11-12,西屯,25.625,36.476
2024-11-13,西屯,65.875,25.959
2024-11-14,西屯,104.667,79.369
2024-11-15,西屯,99.25,66.482
2024-11-16,西屯,50.083,58.836
2024-11-17,西屯,24.292,35.952
2024-11-19,西屯,24.792,26.027
2024-11-20,西屯,26.375,30.686
2024-11-21,西屯,28.167,29.645
2024-11-22,西屯,32.5,22.229
2024-11-23,西屯,38.958,30.21
2024-11-24,西屯,30.833,44.125
2024-11-25,西屯,60.625,41.466
2024-11-26,西屯,35.167,58.295
2024-11-27,西屯,37.958,32.321
2024-11-28,西屯,38.667,51.073
2024-11-29,西屯,46.125,54.565
2024-10-16,豐原,47.792,46.063
2024-10-17,豐原,54.917,32.175
2024-10-18,豐原,72.75,53.471
2024-10-19,豐原,54.083,62.709
2024-10-20,豐原,31.708,38.669
2024-10-21,豐原,28.042,23.08
2024-10-22,豐原,35.792,35.532
2024-10-23,豐原,31.667,31.442
2024-10-24,豐原,35.167,20.154
2024-10-25,豐原,32.0,18.424
2024-10-26,豐原,48.542,38.596
2024-10-27,豐原,48.958,56.564
2024-10-28,豐原,27.833,36.727
2024-10-29,豐原,36.958,20.964
2024-10-30,豐原,36.917,26.901
2024-10-31,豐原,26.333,18.594
2024-11-01,豐原,31.958,6.977
2024-11-02,豐原,28.042,19.03
2024-11-03,豐原,24.167,33.324
2024-11-04,豐原,44.458,28.479
2024-11-05,豐原,34.208,41.197
2024-11-06,豐原,40.0,24.299
2024-11-07,豐原,35.458,24.416
2024-11-08,豐原,26.0,21.281
2024-11-09,豐原,23.125,13.118
2024-11-10,豐原,20.25,13.778
2024-11-11,豐原,23.0,16.37
2024-11-12,豐原,19.958,21.253
2024-11-13,豐原,56.583,30.182
2024-11-14,豐原,94.792,61.169
2024-11-15,豐原,89.958,73.962
2024-11-16,豐原,52.958,65.491
2024-11-17,豐原,20.208,48.944
2024-11-18,豐原,30.0,29.804
2024-11-19,豐原,19.667,23.761
2024-11-20,豐原,20.417,20.566
2024-11-21,豐原,20.583,17.201
2024-11-22,豐原,28.167,11.623
2024-11-23,豐原,31.583,14.995
2024-11-24,豐原,38.625,33.04
2024-11-25,豐原,61.375,38.967
2024-11-26,豐原,41.875,58.304
2024-11-27,豐原,31.708,29.415
2024-11-28,豐原,37.0,41.393
2024-11-29,豐原,45.25,53.406
2024-10-16,金門,38.292,49.366
2024-10-17,金門,53.458,39.666
2024-10-18,金門,64.208,48.965
2024-10-19,金門,58.708,44.187
2024-10-20,金門,39.083,52.007
2024-10-21,金門,39.875,32.864
2024-10-22,金門,51.208,51.165
2024-10-23,金門,57.5,48.891
2024-10-24,金門,53.458,42.986
2024-10-25,金門,39.5,39.314
2024-10-26,金門,38.708,36.8
2024-10-27,金門,34.0,57.542
2024-10-28,金門,38.792,53.389
2024-10-29,金門,50.583,44.525
2024-10-30,金門,75.208,49.299
2024-10-31,金門,64.125,45.828
2024-11-01,金門,33.708,31.862
2024-11-02,金門,40.0,64.844
2024-11-03,金門,73.75,49.364
2024-11-04,金門,74.333,67.605
2024-11-05,金門,80.083,62.072
2024-11-06,金門,68.708,59.085
2024-11-07,金門,48.375,37.222
2024-11-08,金門,44.375,46.296
2024-11-09,金門,49.875,46.055
2024-11-10,金門,48.75,53.097
2024-11-11,金門,43.417,56.467
2024-11-12,金門,37.0,38.106
2024-11-13,金門,43.458,33.635
2024-11-14,金門,38.958,39.258
2024-11-15,金門,43.125,41.501
2024-11-16,金門,27.958,32.998
2024-11-17,金門,36.125,38.217
2024-11-18,金門,39.0,30.943
2024-11-19,金門,31.833,26.734
2024-11-20,金門,23.208,20.371
2024-11-21,金門,21.5,24.046
2024-11-22,金門,51.167,30.862
2024-11-23,金門,61.5,42.63
2024-11-24,金門,44.208,49.636
2024-11-25,金門,32.583,41.714
2024-11-26,金門,31.875,38.733
2024-11-27,金門,47.083,51.649
2024-11-28,金門,47.417,57.718
2024-11-29,金門,49.042,55.633
2024-10-16,馬公,35.833,34.054
2024-10-17,馬公,37.833,32.045
2024-10-18,馬公,33.375,33.422
2024-10-19,馬公,34.75,29.891
2024-10-20,馬公,41.667,34.397
2024-10-21,馬公,44.125,37.546
2024-10-22,馬公,43.625,31.882
2024-10-23,馬公,50.833,34.291
2024-10-24,馬公,45.75,37.3
2024-10-25,馬公,42.333,28.76
2024-10-26,馬公,31.125,24.649
2024-10-27,馬公,32.958,22.42
2024-10-28,馬公,39.5,33.322
2024-10-29,馬公,52.458,44.449
2024-10-30,馬公,52.25,44.943
2024-10-31,馬公,59.458,36.78
2024-11-01,馬公,46.375,36.544
2024-11-02,馬公,40.583,38.061
2024-11-03,馬公,56.333,43.542
2024-11-04,馬公,61.458,53.529
2024-11-05,馬公,56.5,48.364
2024-11-06,馬公,48.583,48.008
2024-11-07,馬公,44.958,35.542
2024-11-08,馬公,45.125,31.802
2024-11-09,馬公,40.417,32.696
2024-11-10,馬公,37.167,25.647
2024-11-11,馬公,39.542,29.9
2024-11-12,馬公,39.708,35.778
2024-11-13,馬公,43.75,33.112
2024-11-14,馬公,39.083,38.978
2024-11-15,馬公,26.083,36.005
2024-11-16,馬公,26.375,28.246
2024-11-17,馬公,36.792,30.092
2024-11-18,馬公,42.542,32.061
2024-11-19,馬公,40.5,36.058
2024-11-20,馬公,39.833,26.784
2024-11-21,馬公,38.5,25.508
2024-11-22,馬公,41.083,26.31
2024-11-23,馬公,51.458,30.511
2024-11-24,馬公,43.417,38.802
2024-11-25,馬公,40.208,28.778
2024-11-26,馬公,31.583,30.367
2024-11-27,馬公,47.708,29.945
2024-11-28,馬公,57.5,44.205
2024-11-29,馬公,56.708,40.249
2024-10-16,馬祖,47.417,42.214
2024-10-17,馬祖,56.875,41.721
2024-10-18,馬祖,58.917,46.522
2024-10-19,馬祖,47.958,43.923
2024-10-20,馬祖,43.375,45.539
2024-10-21,馬祖,49.25,46.199
2024-10-22,馬祖,63.708,51.336
2024-10-23,馬祖,61.083,57.99
2024-10-24,馬祖,57.708,51.491
2024-10-25,馬祖,45.375,49.707
2024-10-26,馬祖,26.083,38.01
2024-10-27,馬祖,31.875,30.6
2024-10-28,馬祖,38.875,42.54
2024-10-29,馬祖,81.958,42.718
2024-10-30,馬祖,68.083,70.194
2024-10-31,馬祖,40.917,43.66
2024-11-01,馬祖,33.667,33.535
2024-11-02,馬祖,34.5,47.697
2024-11-03,馬祖,84.375,56.228
2024-11-04,馬祖,115.25,72.63
2024-11-05,馬祖,111.625,70.675
2024-11-06,馬祖,63.875,70.854
2024-11-07,馬祖,50.375,42.068
2024-11-08,馬祖,48.708,47.07
2024-11-09,馬祖,49.5,48.407
2024-11-10,馬祖,62.458,43.059
2024-11-11,馬祖,46.25,62.866
2024-11-12,馬祖,58.917,40.401
2024-11-13,馬祖,62.042,54.412
2024-11-14,馬祖,37.25,48.153
2024-11-15,馬祖,34.333,37.335
2024-11-16,馬祖,35.125,35.29
2024-11-17,馬祖,39.833,39.329
2024-11-18,馬祖,44.042,42.435
2024-11-19,馬祖,39.708,39.689
2024-11-20,馬祖,35.458,36.78
2024-11-21,馬祖,45.125,43.677
2024-11-22,馬祖,59.75,39.875
2024-11-23,馬祖,74.417,53.793
2024-11-24,馬祖,44.625,58.422
2024-11-25,馬祖,35.458,42.795
2024-11-26,馬祖,33.208,47.595
2024-11-27,馬祖,35.458,57.894
2024-11-28,馬祖,47.5,66.512
2024-11-29,馬祖,49.25,56.318
2024-10-16,龍潭,26.375,21.936
2024-10-17,龍潭,26.625,22.613
2024-10-18,龍潭,53.042,28.785
2024-10-19,龍潭,31.458,51.052
2024-10-20,龍潭,34.708,21.329
2024-10-21,龍潭,31.333,24.144
2024-10-22,龍潭,31.792,21.253
2024-10-23,龍潭,36.042,25.417
2024-10-24,龍潭,35.542,22.336
2024-10-25,龍潭,31.958,23.022
2024-10-26,龍潭,57.458,22.666
2024-10-27,龍潭,47.333,54.089
2024-10-28,龍潭,29.458,28.743
2024-10-29,龍潭,38.958,33.821
2024-10-30,龍潭,38.0,31.819
2024-10-31,龍潭,27.292,21.898
2024-11-01,龍潭,21.417,11.537
2024-11-02,龍潭,27.958,31.412
2024-11-03,龍潭,47.042,23.737
2024-11-04,龍潭,37.208,40.801
2024-11-05,龍潭,40.75,28.607
2024-11-06,龍潭,40.0,32.65
2024-11-07,龍潭,37.333,25.809
2024-11-08,龍潭,35.208,18.293
2024-11-09,龍潭,25.958,17.376
2024-11-10,龍潭,26.833,19.214
2024-11-11,龍潭,30.042,23.348
2024-11-12,龍潭,27.0,15.744
2024-11-13,龍潭,23.958,17.933
2024-11-14,龍潭,64.292,20.438
2024-11-15,龍潭,136.833,64.887
2024-11-16,龍潭,82.5,72.449
2024-11-17,龍潭,24.167,39.858
2024-11-18,龍潭,32.75,37.462
2024-11-19,龍潭,31.083,29.486
2024-11-20,龍潭,32.125,21.896
2024-11-21,龍潭,31.667,21.7
2024-11-22,龍潭,33.917,21.227
2024-11-23,龍潭,43.583,23.641
2024-11-24,龍潭,34.667,31.155
2024-11-25,龍潭,47.458,22.899
2024-11-26,龍潭,38.167,58.237
2024-11-27,龍潭,41.208,23.625
2024-11-28,龍潭,43.042,49.479
